treatment,cost,replicate,generation,population,mean_d,std_d,mean_alpha,maladaptation,trait_variance,trait_env_corr
static,0.5,0,200,900,1.6266666666666667,0.6637938100210202,0.4939425093060486,0.017672545791553286,0.11798967341849745,0.9278075967454571
static,0.5,1,0,900,3.601111111111111,1.7274897937916511,0.5099824601065335,0.22052403716213537,0.08493472843320982,-0.050901868648509895
static,0.5,1,20,900,3.02,1.4793542134623774,0.4858599481835972,0.05159080623549301,0.10199923274873038,0.7776098463889021
static,0.5,1,40,900,2.4555555555555557,1.2143687076109508,0.49359199158619466,0.022873314343481894,0.11212118320456126,0.905046516129032
static,0.5,1,60,900,2.2422222222222223,1.0693692614265433,0.49008637889579504,0.018657977314186076,0.10816493294582197,0.9228095237478193
static,0.5,1,80,900,2.0166666666666666,0.8823894327966032,0.4994325697025065,0.01631937078505932,0.1094355385334318,0.932447325965499
static,0.5,1,100,900,1.93,0.8128072068796852,0.503892162315985,0.01400242405280181,0.11484619326871519,0.9425273019048832
static,0.5,1,120,900,1.8888888888888888,0.7866164453523492,0.4935822078921018,0.014715452712144467,0.12240449682491,0.9407389247618059
static,0.5,1,140,900,1.83,0.7187875594051107,0.48816989564841345,0.015378408616116135,0.12216404155514599,0.9384085611689504
static,0.5,1,160,900,1.8166666666666667,0.6934214687571574,0.4958995925700485,0.01613254518386147,0.11752616167482526,0.9339941385114655
static,0.5,1,180,900,1.761111111111111,0.7345738665594487,0.49864003460738143,0.013790385842192035,0.12013159453493114,0.9439366515834344
static,0.5,1,200,900,1.7166666666666666,0.72014659001561,0.5001004030032572,0.015280754602447691,0.11901255072335827,0.9376595378996875
static,0.5,2,0,900,3.5944444444444446,1.713013012281843,0.5052071816005662,0.19768046084945082,0.08095154888289557,0.0412464389657964
static,0.5,2,20,900,2.98,1.4413111314972136,0.5337812327029249,0.05180675223324375,0.09404258348424999,0.7764893385538117
static,0.5,2,40,900,2.5755555555555554,1.21007907098036,0.5213145445734398,0.023202669609251877,0.10854270929173317,0.904843839923724
static,0.5,2,60,900,2.1955555555555555,1.0228403927963554,0.5080692137146331,0.019052827859955823,0.1128041819336791,0.9213664580524913
static,0.5,2,80,900,2.011111111111111,0.9212846639876111,0.5117673184074909,0.016378022421651865,0.11823034981030389,0.9335955234577226
static,0.5,2,100,900,1.88,0.838676205563135,0.4944216695118564,0.0158483335541986,0.11566590148623965,0.9349807677465759
static,0.5,2,120,900,1.778888888888889,0.817175956088942,0.5004620454684333,0.015460297991503716,0.11534672944547888,0.936431513844676
static,0.5,2,140,900,1.68,0.7085509469646092,0.5012982833172169,0.016356645560224307,0.11939080201895962,0.9333245219012314
static,0.5,2,160,900,1.6688888888888889,0.6906751036235721,0.5016136280284743,0.014793502767766281,0.11712960382564828,0.9394097041432053
static,0.5,2,180,900,1.6155555555555556,0.6674846833217493,0.5023144666394382,0.013433493438059486,0.11996259798954183,0.9453828216794359
static,0.5,2,200,900,1.59,0.6374515232113298,0.5008584513614439,0.013661544729621866,0.12194328206224707,0.9447527633958128
static,1.0,0,0,900,3.4455555555555555,1.6945442593551756,0.4969257375083946,0.199670334552253,0.07793892227553274,0.016605497486464695
static,1.0,0,20,900,2.4966666666666666,1.4153876579305835,0.5119729286936873,0.04805364334539483,0.08726601466017544,0.7868233793786944
static,1.0,0,40,900,1.8477777777777777,0.9989692218346067,0.5111270838554338,0.021902075862964956,0.09733351704774347,0.9091129237165709
static,1.0,0,60,900,1.6122222222222222,0.7814982445104016,0.49776362569656946,0.017597462013182377,0.1068020989263426,0.9269666547961762
static,1.0,0,80,900,1.498888888888889,0.7063197960704398,0.4906833142269963,0.016263584188995553,0.11121535771692657,0.933106980537578
static,1.0,0,100,900,1.3977777777777778,0.6069921796636589,0.4968157994456836,0.015621403572313263,0.11469347565348338,0.935735319617116
static,1.0,0,120,900,1.3277777777777777,0.5439623716107531,0.4922735721153385,0.014877392451185925,0.11594659042400701,0.9391653660637896
static,1.0,0,140,900,1.2477777777777779,0.46874010277617306,0.4980445866947951,0.01656043566986455,0.12012547738691498,0.9326410071045856
static,1.0,0,160,900,1.208888888888889,0.42782250848387127,0.5047456699462545,0.016196582017494087,0.11963556289293045,0.9341096902201824
static,1.0,0,180,900,1.198888888888889,0.4464662347428214,0.49086908589778533,0.01672866321904104,0.11904904679551956,0.9320724522871676
static,1.0,0,200,900,1.1888888888888889,0.4135065347984088,0.48593582712231675,0.016316020344863475,0.11990005825480059,0.9343871282903005
static,1.0,1,0,900,3.4722222222222223,1.691910673881769,0.4964437153017161,0.19501632737572316,0.07920925221296997,0.04625703803109164
static,1.0,1,20,900,2.4844444444444442,1.394744987532457,0.5101593599029661,0.04448351938707358,0.09965887333050646,0.807608920783106
static,1.0,1,40,900,1.8577777777777778,1.0065317545112553,0.5031106397612123,0.02120018927460139,0.11350910747371967,0.9122135743997345
static,1.0,1,60,900,1.518888888888889,0.7044926376784997,0.504375899860166,0.016149701387192728,0.1190429916453757,0.9341811716312988
static,1.0,1,80,900,1.4255555555555555,0.6716581655559803,0.5133820365873778,0.017450459610658046,0.1137256160915392,0.9286880119115932
static,1.0,1,100,900,1.308888888888889,0.5618707728936421,0.5147645059620672,0.01588819386123307,0.1177871091849081,0.9358701152894183
static,1.0,1,120,900,1.2677777777777777,0.4994058197893835,0.5023689439950347,0.0164842007578654,0.1176482413328529,0.9325166799413697
static,1.0,1,140,900,1.21,0.45863323521572713,0.49877569121571835,0.015136192824569758,0.11992889474946629,0.9384089619657188
static,1.0,1,160,900,1.1344444444444444,0.38112730772191855,0.5127004289121896,0.013700722725612704,0.11704353477807009,0.9445725157467085
static,1.0,1,180,900,1.1033333333333333,0.31866039045423333,0.5020253347641013,0.014824765632468373,0.12166222945541127,0.9400012124682117
static,1.0,1,200,900,1.0855555555555556,0.28365123777512063,0.49550708068637467,0.014924807937348112,0.11830209806739216,0.9390961834077074
static,1.0,2,0,900,3.4766666666666666,1.6919778038995925,0.5050386460942292,0.20361533719691927,0.07945290429285172,0.00432960507683513
static,1.0,2,20,900,2.417777777777778,1.3203179564683802,0.4953675974198131,0.04946317114482324,0.09471772814626257,0.7824432389162099
static,1.0,2,40,900,1.97,1.0698857675264006,0.49214089809285844,0.02345867982470366,0.10071423707167544,0.9015766047565495
static,1.0,2,60,900,1.6722222222222223,0.7676121384278185,0.49240487146743295,0.01794349366763699,0.10194139015015866,0.9259797538195148
static,1.0,2,80,900,1.5633333333333332,0.6777331497147105,0.4836782676664478,0.01673010524219032,0.11308945644249865,0.9320176955882783
static,1.0,2,100,900,1.4422222222222223,0.5715432865453515,0.4993666518921479,0.016848561322267187,0.11171115685874647,0.9302911000658837
static,1.0,2,120,900,1.3555555555555556,0.5251689910265099,0.4955989777958446,0.01466893522037692,0.11212840949807945,0.939606223649227
static,1.0,2,140,900,1.3255555555555556,0.5287429770715344,0.49147456301184306,0.016757012232315998,0.11057658694669979,0.9309231025588335
static,1.0,2,160,900,1.2855555555555556,0.49845563964244405,0.49463670689547573,0.015152926792134012,0.10937744188340737,0.9375559967354392
static,1.0,2,180,900,1.2477777777777779,0.4804460376168466,0.48653566450247604,0.017227592285073947,0.11040332079798086,0.9293752055694812
static,1.0,2,200,900,1.1833333333333333,0.42524502740576914,0.48996647812016664,0.01604966495601769,0.11514906955293525,0.934373552237546
