treatment,period,cost,evolvable_plastic,replicate,generation,population,mean_d,std_d,mean_plastic,std_plastic,maladaptation,trait_variance,trait_env_corr
moving,90,0.3,False,2,0,900,3.4133333333333336,1.696480015928406,0.0,0.0,0.2194100530308464,0.0838840469773954,-0.051319323691720396
moving,90,0.3,False,2,20,900,2.9455555555555555,1.3745028281860165,0.0,0.0,0.08828700390359204,0.09936143958561114,0.6105410930883217
moving,90,0.3,False,2,40,900,2.901111111111111,1.2083960392414073,0.0,0.0,0.12486631994402599,0.10508836726074748,0.4592775007486018
moving,90,0.3,False,2,60,900,2.9644444444444447,1.0805668379873707,0.0,0.0,0.1319250835584777,0.10325952762213607,0.424345379276341
moving,90,0.3,False,2,80,900,3.0033333333333334,0.9207424540373201,0.0,0.0,0.13291460349881265,0.11237560305330986,0.4410948555237726
moving,90,0.3,False,2,100,900,3.006666666666667,0.8137430661933641,0.0,0.0,0.12926268495211762,0.11324763976297071,0.4580434517936423
moving,90,0.3,False,2,120,900,2.997777777777778,0.8232696031715083,0.0,0.0,0.12345026559679975,0.11846574579192078,0.49361625519801194
moving,90,0.3,False,2,140,900,2.9155555555555557,0.8121180963807764,0.0,0.0,0.12607916167433697,0.10342419372165698,0.4523120932839259
moving,90,0.3,False,2,160,900,2.977777777777778,0.8024653371230127,0.0,0.0,0.131617271742,0.09742711320079432,0.411580166925455
moving,90,0.3,False,2,180,900,3.09,0.7131386027040373,0.0,0.0,0.11759548749729515,0.09911508369136586,0.47851237682532305
moving,90,0.3,False,2,200,900,3.0755555555555554,0.7489713109935239,0.0,0.0,0.11852971059722259,0.1091136352845765,0.49505997449086736
moving,90,0.3,False,3,0,900,3.632222222222222,1.7439627785132075,0.0,0.0,0.20357106693821,0.08443694102234803,0.02854866578026682
moving,90,0.3,False,3,20,900,3.1966666666666668,1.544232999114951,0.0,0.0,0.09361291035029824,0.09471585372192264,0.5806229893671561
moving,90,0.3,False,3,40,900,3.1355555555555554,1.4327371714550914,0.0,0.0,0.10946668012776378,0.09434678172645912,0.5061173893583673
moving,90,0.3,False,3,60,900,3.1055555555555556,1.2957075382552028,0.0,0.0,0.12202476953288913,0.09687210677538674,0.4549848312834086
moving,90,0.3,False,3,80,900,3.1433333333333335,1.2176981928576922,0.0,0.0,0.12163593506209294,0.10727492348238495,0.4778031543547278
moving,90,0.3,False,3,100,900,3.1744444444444446,1.200746167191339,0.0,0.0,0.12421350897929684,0.11703159048889923,0.48830533607433646
moving,90,0.3,False,3,120,900,3.172222222222222,1.0425958818446897,0.0,0.0,0.13173466351218568,0.11916754072883559,0.4607960607218894
moving,90,0.3,False,3,140,900,3.14,0.9251786614246762,0.0,0.0,0.13031978019318433,0.1121872663613574,0.45141500400418233
moving,90,0.3,False,3,160,900,3.1077777777777778,0.8772086762728668,0.0,0.0,0.12395444854419815,0.10157047426392075,0.4554312051296078
moving,90,0.3,False,3,180,900,3.0955555555555554,0.8587990466163408,0.0,0.0,0.11958277893755988,0.09454747794176491,0.4601744929150277
moving,90,0.3,False,3,200,900,3.1166666666666667,0.9205976319760985,0.0,0.0,0.12041278980232155,0.09266388315433254,0.45365215300325007
moving,90,0.3,True,0,0,900,3.4455555555555555,1.7023944647408389,2.4543913515399516,1.4556717522001357,0.21377925342661738,0.0824162688114772,-0.031344612987432456
moving,90,0.3,True,0,20,900,3.2177777777777776,1.3773225054251517,2.0783961372545012,1.4038292658404192,0.08474306405277741,0.10961588866025009,0.6403862532810856
moving,90,0.3,True,0,40,900,3.06,1.173200750084997,2.0640505969786207,1.4024298547966498,0.12133940556526962,0.12071953260322273,0.506726370912256
moving,90,0.3,True,0,60,900,3.1077777777777778,1.1108282973407004,2.123785111151429,1.3966100825580994,0.12316736979901165,0.12058896179838781,0.4986929791691975
moving,90,0.3,True,0,80,900,3.158888888888889,1.0552929497900303,1.9744380353985647,1.4296414396344441,0.12896214729818384,0.11587304174226654,0.46708541889611727
moving,90,0.3,True,0,100,900,3.1933333333333334,1.1577564510725042,1.7476388388417112,1.4391626549974315,0.11813396072019783,0.10852496059906186,0.49544937883848
moving,90,0.3,True,0,120,900,3.3255555555555554,1.1232948669092597,1.665308969032036,1.3198583432149975,0.11948634729357363,0.10208104429560688,0.47640176347818713
moving,90,0.3,True,0,140,900,3.391111111111111,1.046862449252203,1.4968338629899922,1.1961873669447305,0.13027240366959042,0.10198995235010735,0.42846359915199156
moving,90,0.3,True,0,160,900,3.1266666666666665,0.9064950818031686,1.2383055534539535,1.091303766260747,0.11343894409726268,0.11155154827795724,0.521525938156324
moving,90,0.3,True,0,180,900,3.031111111111111,0.9147731284549245,1.152475823807186,1.0349785578487702,0.12728840149180184,0.11542038426825213,0.47147403708027574
moving,90,0.3,True,0,200,900,2.9944444444444445,0.8698481490864574,1.0681608228610464,0.9314671500729262,0.11837196193002654,0.10511949245571327,0.4874421499435998
moving,90,0.3,True,1,0,900,3.5522222222222224,1.7238669565690437,2.4926081880889517,1.475159690458642,0.20059104856009413,0.07923563628251426,0.01845906727008697
moving,90,0.3,True,1,20,900,3.152222222222222,1.4275641863583017,2.2383583472424653,1.4481138738235293,0.08899673716973464,0.09965538818311634,0.6077968927297923
moving,90,0.3,True,1,40,900,3.0655555555555556,1.2610102749701315,1.8369931747573516,1.3111864411239338,0.11598363785544813,0.0978269820613768,0.4831072442913661
moving,90,0.3,True,1,60,900,3.321111111111111,1.1490086978149123,1.774831921820349,1.1783208539231156,0.11795213193720147,0.09825058718340408,0.4750871421631508
moving,90,0.3,True,1,80,900,3.5244444444444443,1.1853092527654367,1.6471710377827358,0.953557062132078,0.11718661880154164,0.09529734666209394,0.472452254208056
moving,90,0.3,True,1,100,900,3.4588888888888887,1.2025338474741523,1.5535080661001863,0.8562949723424984,0.11809106787521235,0.08958127785489822,0.45608932509837447
moving,90,0.3,True,1,120,900,3.1433333333333335,1.206698894597249,1.4058111862487885,0.7725796666268551,0.10918929949489853,0.08891826432553643,0.5003797798877888
moving,90,0.3,True,1,140,900,3.01,1.0556251439049964,1.266674449402752,0.6345962535803386,0.12493265406313933,0.09833218986393523,0.44550149931705035
moving,90,0.3,True,1,160,900,3.0844444444444443,0.9271115372322447,1.1993517532158744,0.6337835293564478,0.12468620809145547,0.10261265279209533,0.4545250710322994
moving,90,0.3,True,1,180,900,3.131111111111111,0.8566918860677513,1.2508729281317714,0.6277408735709596,0.1108726349826053,0.10783216464427624,0.5252396656564086
moving,90,0.3,True,1,200,900,3.1155555555555554,0.9637785719772302,1.1863245495558459,0.6389575031795346,0.120308934600937,0.10770409500037822,0.4845214931075649
moving,90,0.3,True,2,0,900,3.591111111111111,1.7363847784305853,2.486871107358022,1.4547270553737397,0.20212737213400633,0.08209159264084984,0.02463789174371091
moving,90,0.3,True,2,20,900,3.2655555555555558,1.5942717676531195,2.1333327842340895,1.4550794957894624,0.08660526754936762,0.0985264982968515,0.6172514574807926
moving,90,0.3,True,2,40,900,3.3155555555555556,1.499030139131529,1.833211877560615,1.4149942176828962,0.13118165534839266,0.11205549924006167,0.44988006783790224
moving,90,0.3,True,2,60,900,3.4255555555555555,1.4165734174103297,1.671302600753816,1.3355993933582333,0.1338551003888387,0.10903253213596302,0.42965602718204116
moving,90,0.3,True,2,80,900,3.608888888888889,1.3166999526969303,1.6387501798343078,1.363095763924602,0.12619007481931574,0.10675760309554812,0.4575269880064138
moving,90,0.3,True,2,100,900,3.4077777777777776,1.1987704606320388,1.2971150491337482,1.1121705664561734,0.12273414903565674,0.10344751234563417,0.4648343111788974
moving,90,0.3,True,2,120,900,3.2544444444444443,1.1159112978598964,1.080833802445625,0.8200988898468526,0.13137256475098846,0.10672279375993822,0.43546767409760945
moving,90,0.3,True,2,140,900,3.168888888888889,1.0510993656849053,1.0087921906819446,0.7843575067686124,0.1305684173883909,0.10670762560266828,0.4405074332636205
moving,90,0.3,True,2,160,900,3.178888888888889,1.0719654269346608,1.0985302941997361,0.9487613454181174,0.13546806479687626,0.11474704544294419,0.4365018024740533
moving,90,0.3,True,2,180,900,3.1966666666666668,0.9142027492119387,1.2223733021889218,1.1007681873793633,0.12730351798342943,0.11703346667170268,0.4743773744066709
moving,90,0.3,True,2,200,900,3.327777777777778,1.0264856742820003,1.370656558227137,1.1787440658925943,0.12931656809375855,0.1098266792731258,0.45025287772208855
moving,90,0.3,True,3,0,900,3.508888888888889,1.7104024506559492,2.5217355000037505,1.4821956189850716,0.20871014558322992,0.08407172990855646,0.001767061894974983
moving,90,0.3,True,3,20,900,3.138888888888889,1.5963983382354754,2.4503151730530037,1.5367159792857539,0.09070693336011386,0.09841210748304531,0.598244669586582
moving,90,0.3,True,3,40,900,2.9611111111111112,1.4474647909319434,2.2851079137847634,1.4303136856587753,0.1262526672267826,0.10118069563044035,0.4446664194622252
moving,90,0.3,True,3,60,900,3.0455555555555556,1.2539414403402054,1.9377196483309649,1.2654521275441044,0.11633857913553658,0.09825302022340661,0.4824253588290534
