A,sigma_e,rho,cue_noise,replicate,generation,population,active,bank,mean_z,std_z,mean_d,mean_h0,mean_hb,mean_h_eff,corr_h_cue,maladaptation
0.0,0.4,0.8,0.3,2,80,2550,557,1993,0.4241260116679092,0.17894928255161416,2.6786355475763015,0.4254044790647015,0.3604060197454528,0.46951236822257636,0.25813649941816147,0.12050130027757809
0.0,0.4,0.8,0.3,2,90,2541,546,1995,0.4971910327142356,0.19955632181960106,2.531135531135531,0.4100808392308104,0.357027962868821,0.4537686244304752,0.2860753740901574,0.13534516547593536
0.0,0.4,0.8,0.3,2,100,2530,544,1986,0.4942089991240354,0.1965238544282845,2.3933823529411766,0.4017493469261184,0.3171510500782122,0.44636521489707304,0.24891667672578643,0.15215537820276048
0.0,0.8,0.0,0.0,0,0,300,300,0,0.4832799036366318,0.29507861124443785,3.02,0.5103977734308699,0.5105200845762393,0.6086028188074121,0.3188461235958776,0.23553694204667305
0.0,0.8,0.0,0.0,0,10,1386,517,869,0.19259140473267372,0.24242246817551202,3.4777562862669247,0.11458363207886718,0.3089861567878636,0.22958610039428748,0.34587128776299175,0.4361321186203619
0.0,0.8,0.0,0.0,0,20,1862,573,1289,0.1642369360470246,0.1858641241998078,3.818499127399651,0.15247947286922064,0.4287738035329082,0.24570175425840568,0.5032997554302168,0.22081500184702682
0.0,0.8,0.0,0.0,0,30,2098,580,1518,0.17889650691481346,0.18710326745982914,3.793103448275862,0.19675556539556896,0.4158774197580507,0.2978260074991135,0.4789729195847749,0.2707604825109006
0.0,0.8,0.0,0.0,0,40,2221,551,1670,0.1633736679531066,0.1899884541359722,3.5970961887477313,0.20192137142661204,0.45148163780051626,0.36590976025466565,0.5680644505298292,0.3850079990608057
0.0,0.8,0.0,0.0,0,50,2308,580,1728,0.1921865159235347,0.19829190564862417,3.6482758620689655,0.1965391577696472,0.45579597102316005,0.3689367008456819,0.5424046732325046,0.40033429156475614
0.0,0.8,0.0,0.0,0,60,2258,529,1729,0.17228982409618623,0.19485178215826313,3.8979206049149338,0.23074077673550455,0.4653514528259896,0.31807620932490244,0.5071903629587452,0.19880688950060893
0.0,0.8,0.0,0.0,0,70,2386,574,1812,0.17748527702169867,0.19237727868877003,3.3919860627177703,0.2628109988984328,0.5113476921062713,0.4419892833956442,0.5042504866802758,0.36654685223877886
0.0,0.8,0.0,0.0,0,80,2463,574,1889,0.18171109423498788,0.19153418635330888,3.2822299651567945,0.29788689218665027,0.5175368770289045,0.4003177711896226,0.4369168120275478,0.22874010648787108
0.0,0.8,0.0,0.0,0,90,2489,565,1924,0.20241104133740645,0.207239361635274,3.3504424778761064,0.3032566822987902,0.4997103640269892,0.4260587347952911,0.46396592017557053,0.2971957633854903
0.0,0.8,0.0,0.0,0,100,2495,544,1951,0.19648630162325187,0.22539348762908812,3.5275735294117645,0.28094114805367926,0.5361720156235676,0.4430536990271088,0.4794717670512225,0.34972482817897965
0.0,0.8,0.0,0.0,1,0,300,300,0,0.48268009544320895,0.28312313332164574,3.1066666666666665,0.49575710581879606,0.5006048147544381,0.6096009788741611,0.2795072092791093,0.2823966233695388
0.0,0.8,0.0,0.0,1,10,1432,529,903,0.7500702852247095,0.2921433612394427,2.9243856332703215,0.11410356792669848,0.35013431927171274,0.1970478852277339,0.4982871147097073,0.24862787934418343
0.0,0.8,0.0,0.0,1,20,1949,543,1406,0.6332850132994329,0.34711401779614137,2.744014732965009,0.16683144699394192,0.35284118679352433,0.28013357729209143,0.4592324808321145,0.31985638487152385
0.0,0.8,0.0,0.0,1,30,2160,550,1610,0.4361710334765268,0.3392425133602434,3.2036363636363636,0.20446760997581115,0.3707645347563483,0.33696789556029694,0.5335086147080931,0.3460534000102507
0.0,0.8,0.0,0.0,1,40,2270,576,1694,0.451227689561057,0.35907481822563647,3.138888888888889,0.21074976493853637,0.36468145329917623,0.3130653963436607,0.3179381196032175,0.2675071888895413
0.0,0.8,0.0,0.0,1,50,2291,566,1725,0.48009699336646067,0.3581721971203529,3.1590106007067136,0.21302128466921447,0.3739116980026503,0.312712815712758,0.4001540900450069,0.2568961523014722
0.0,0.8,0.0,0.0,1,60,2317,563,1754,0.5379560049365242,0.35489315354324685,3.1207815275310833,0.25420640706356334,0.3903207554341126,0.3811924080153028,0.38907213916532235,0.32062714917097135
0.0,0.8,0.0,0.0,1,70,2346,550,1796,0.29184919294201644,0.32033583076501393,3.2145454545454544,0.23911087574414197,0.3995484637840347,0.36137612727029284,0.48644514082685425,0.3454994073108658
0.0,0.8,0.0,0.0,1,80,2470,579,1891,0.38955728805145085,0.37426086207706766,3.1986183074265977,0.2397597749261415,0.42561337423255,0.38384360833709197,0.46206472473004034,0.3543110757043675
0.0,0.8,0.0,0.0,1,90,2504,535,1969,0.36522498948307364,0.3482060984819654,3.1401869158878504,0.3211554501400621,0.45786254197794923,0.4523683756183226,0.5421720324090038,0.2967669655108171
0.0,0.8,0.0,0.0,1,100,2532,555,1977,0.3612120215449754,0.33087842182273186,2.9675675675675675,0.351931386049684,0.4304678144924967,0.47086662661906636,0.43049104930637383,0.2933251696041605
0.0,0.8,0.0,0.0,2,0,300,300,0,0.4698073527221209,0.2901548449143544,2.8933333333333335,0.4985938347767287,0.4619114949989131,0.5841186897906051,0.364586959022013,0.23756482438171284
0.0,0.8,0.0,0.0,2,10,1309,537,772,0.5344458925398807,0.27744147497979443,2.7057728119180635,0.13521363339714249,0.23427949249136512,0.18004727906384663,0.2989313575549432,0.27088271631261607
0.0,0.8,0.0,0.0,2,20,1691,534,1157,0.40099125374697914,0.2955208218270722,2.940074906367041,0.13830917413291804,0.27103450292829817,0.1960352430104535,0.312304190823675,0.22765714462917594
0.0,0.8,0.0,0.0,2,30,1831,569,1262,0.4237688522254641,0.35857912504927414,3.3163444639718804,0.13135040976414578,0.261817472159732,0.2268325212424943,0.31105019433900266,0.37987040756650914
0.0,0.8,0.0,0.0,2,40,1903,541,1362,0.5368825957568486,0.37902793412254926,3.055452865064695,0.1727268460629173,0.3064690845305802,0.27934001172820555,0.46471247070051597,0.37604154692313757
0.0,0.8,0.0,0.0,2,50,2068,559,1509,0.6299231235324924,0.37373000896834774,3.1252236135957068,0.19962330659997318,0.3071852540053504,0.30432350860833896,0.036618984662584564,0.4642050335459836
0.0,0.8,0.0,0.0,2,60,2244,550,1694,0.338139309368854,0.33734085036637257,2.7763636363636364,0.2762254460138881,0.38901859696876895,0.3911247955513628,0.3435644243325946,0.3150434466026265
0.0,0.8,0.0,0.0,2,70,2388,561,1827,0.4653137149588557,0.34732527750428493,2.9536541889483066,0.2637648048064976,0.4128355898742996,0.3609127575866752,0.40852279937625446,0.266466153823508
0.0,0.8,0.0,0.0,2,80,2360,532,1828,0.49093378868937426,0.35321143417247713,2.8947368421052633,0.2537070949183742,0.3559425242049635,0.34138350211800594,0.32347284563616274,0.29459488491283026
0.0,0.8,0.0,0.0,2,90,2425,549,1876,0.5514416725076884,0.3475645469800322,2.726775956284153,0.2829746002840183,0.3875129397193602,0.39123843145135184,0.38965898732511833,0.3251955391457019
0.0,0.8,0.0,0.0,2,100,2450,562,1888,0.6192986405393875,0.3501244860509015,2.9395017793594307,0.3101925207216581,0.34895398600473143,0.385613502558884,0.40144887817300606,0.20564500092880267
0.0,0.8,0.0,0.3,0,0,300,300,0,0.5132107610258517,0.28947887523419147,2.9566666666666666,0.510365903247772,0.52191801768888,0.6379335838109413,0.42139885082676193,0.27567200793637375
0.0,0.8,0.0,0.3,0,10,1242,456,786,0.5248901186681847,0.3799797404901495,3.491228070175439,0.2136607348061995,0.375885088619003,0.34032819568176903,0.5564861374475818,0.3300576386543922
0.0,0.8,0.0,0.3,0,20,2233,571,1662,0.5584364230888359,0.3708509396537675,3.7373029772329245,0.24771283035852018,0.3569764875815239,0.3677809937925685,0.5953588633492435,0.2874775393208582
0.0,0.8,0.0,0.3,0,30,2400,535,1865,0.6182175361318651,0.3489305990415936,3.588785046728972,0.2835142478921012,0.3193593552360606,0.36452259598449777,0.520995567690608,0.25955438627154287
0.0,0.8,0.0,0.3,0,40,2517,572,1945,0.735493199189287,0.3155006242600949,3.575174825174825,0.32976888992792347,0.28799536382749197,0.41458662834297894,0.4096983100382437,0.3347643064787927
0.0,0.8,0.0,0.3,0,50,2525,565,1960,0.7481833888844238,0.2987321846911539,2.927433628318584,0.3536492220258654,0.2398695538976073,0.4180530711257837,0.3287569081072437,0.3252829711428413
0.0,0.8,0.0,0.3,0,60,2544,561,1983,0.7405783095431028,0.2771527632260769,3.1033868092691623,0.36044720937359065,0.2703417076209911,0.43583129151536243,0.4969252939392517,0.26416413662192645
0.0,0.8,0.0,0.3,0,70,2521,543,1978,0.7428194948691796,0.3069466297764415,3.1049723756906076,0.3910502454679603,0.230754535636099,0.4790282958695769,0.33923879482898317,0.3845442530455855
0.0,0.8,0.0,0.3,0,80,2483,546,1937,0.7331998046552944,0.2997960381820439,3.159340659340659,0.37725778924319503,0.22779972147284305,0.4464583779426675,0.22850348756638994,0.34367254338174347
0.0,0.8,0.0,0.3,0,90,2508,558,1950,0.7416440933861528,0.3040975006578286,3.0931899641577063,0.3588090052383511,0.2261131783545512,0.4313740641118236,0.2275621311596664,0.3249385253624367
0.0,0.8,0.0,0.3,0,100,2505,531,1974,0.6997961828540074,0.3362535462536706,2.9868173258003767,0.38389491051533275,0.21927257141445927,0.4593649771819119,0.3164483343750901,0.32901884159371686
0.0,0.8,0.0,0.3,1,0,300,300,0,0.5051825365363221,0.28900260046894,2.8966666666666665,0.5149073915868614,0.5044481898853242,0.6227637841331493,0.3451602762714874,0.24274331003994679
0.0,0.8,0.0,0.3,1,10,1443,498,945,0.7224691561784388,0.31360743747438646,2.8714859437751006,0.14745206553308937,0.31706025508705865,0.24859302543437503,0.29107119606493137,0.3996172914515194
0.0,0.8,0.0,0.3,1,20,1959,575,1384,0.8182656012136031,0.2143081837205714,3.2,0.14558287671931877,0.29334596995165946,0.21982039547635496,0.5098630769320757,0.2921128060162191
0.0,0.8,0.0,0.3,1,30,2042,569,1473,0.7910005497318557,0.21783777639566593,3.022847100175747,0.1604504749462017,0.28243778687396115,0.2384602701877717,0.47182997853211334,0.2889411131629316
0.0,0.8,0.0,0.3,1,40,2241,560,1681,0.8011605016998962,0.22044617904614663,2.9875,0.19727964824093278,0.30031016499900676,0.3201010640525359,0.4181040173064413,0.42440470844443007
0.0,0.8,0.0,0.3,1,50,2384,558,1826,0.8455390099114656,0.20566983217909945,2.9587813620071683,0.22437803816057425,0.30074369630962167,0.3322605766841103,0.44522897447281523,0.37340090213188093
0.0,0.8,0.0,0.3,1,60,2438,557,1881,0.7380333972600313,0.3261664969584818,2.940754039497307,0.2765245396825351,0.3343118173382597,0.35811993649253726,0.33987383869924476,0.26804839419150917
0.0,0.8,0.0,0.3,1,70,2491,583,1908,0.7571230419085332,0.2917812929356163,3.3859348198970842,0.2919729300016597,0.31358357480579524,0.40324955397262735,0.3743227194409442,0.39047159175328083
0.0,0.8,0.0,0.3,1,80,2503,548,1955,0.6519667816509808,0.34943505489789445,3.2135036496350367,0.3512920599071993,0.32154030903127634,0.44465154155565434,0.3806534388874487,0.3452013417316573
0.0,0.8,0.0,0.3,1,90,2492,545,1947,0.6648975537138494,0.34219016431897775,3.1302752293577982,0.33924445627550615,0.32782841289923015,0.44175787049649606,0.41172930930432444,0.36246877363947017
0.0,0.8,0.0,0.3,1,100,2530,567,1963,0.6922805140536209,0.3329892900597033,3.2680776014109347,0.32196925273560506,0.37721769139266637,0.42226129512231125,0.5042993150522085,0.3026904754967293
0.0,0.8,0.0,0.3,2,0,300,300,0,0.5016724144721713,0.2809235604702128,3.0166666666666666,0.47855871920770504,0.4920336208457177,0.5940744079724887,0.32406477215739066,0.2837454737887788
0.0,0.8,0.0,0.3,2,10,798,337,461,0.3879917800713213,0.2182713169790602,2.5341246290801185,0.14489267896482663,0.25315985992826734,0.20054551651100164,0.18470163139762175,0.27293932028116513
0.0,0.8,0.0,0.3,2,20,1690,535,1155,0.3011148237310981,0.18222742935809644,2.061682242990654,0.12904276767921546,0.133120638740057,0.1633356854101654,0.26865506676358236,0.23664817552674272
0.0,0.8,0.0,0.3,2,30,1897,519,1378,0.2249251640286901,0.17723503130226054,2.46242774566474,0.1572510941764706,0.20674137995727498,0.22929900255891142,0.186615317791918,0.37504367544879014
0.0,0.8,0.0,0.3,2,40,2325,522,1803,0.32196089050307325,0.2966559526511318,2.4310344827586206,0.27405092537755465,0.25611879640273566,0.3468004676381033,0.36420252753356724,0.2768319648477082
0.0,0.8,0.0,0.3,2,50,2452,555,1897,0.2214619649867696,0.21734716670097873,2.592792792792793,0.257364341855886,0.24021251286144782,0.30627534795534744,0.26534532079741424,0.21422983500813167
0.0,0.8,0.0,0.3,2,60,2454,555,1899,0.2133061736260405,0.21704093474962163,2.715315315315315,0.2858782862857648,0.269912799375607,0.3621152836195131,0.18073733418580917,0.2846775021722016
0.0,0.8,0.0,0.3,2,70,2516,574,1942,0.1997833627253595,0.2402642663290208,2.5801393728222997,0.32338263360065805,0.2986361869652242,0.39250995437368974,0.3138404845771329,0.24469676490395217
0.0,0.8,0.0,0.3,2,80,2483,561,1922,0.2520159211658904,0.26466276595553007,2.3975044563279857,0.30444762970746797,0.2753494151574288,0.38207544215187766,0.44670380322034114,0.2752682856306466
0.0,0.8,0.0,0.3,2,90,2503,570,1933,0.2212005241712782,0.23431485508148509,2.364912280701754,0.34001799514965014,0.27179523351762286,0.42154423172852495,0.36194209664872695,0.3231132207706662
0.0,0.8,0.0,0.3,2,100,2512,545,1967,0.2810777105501772,0.28838661351240313,2.475229357798165,0.3523242684266711,0.26922437319190445,0.41140092701065195,0.3167797045577429,0.20235903450145104
0.0,0.8,0.8,0.0,0,0,300,300,0,0.5052121541670416,0.28664353635727097,2.9366666666666665,0.5246601583428568,0.45830699857851775,0.5996590241097242,0.34140174317217037,0.20822110848883002
0.0,0.8,0.8,0.0,0,10,1632,515,1117,0.5006313181843263,0.3428715905341815,3.466019417475728,0.2219359480712997,0.39632252740497664,0.32303369375345986,0.38356467863847965,0.26435178317205654
0.0,0.8,0.8,0.0,0,20,2173,571,1602,0.6054226621778183,0.3521323661131553,3.509632224168126,0.20650529368990148,0.3762451841015478,0.3125903479535496,0.4745673399555843,0.29497956439820444
0.0,0.8,0.8,0.0,0,30,2435,578,1857,0.39895392896313553,0.3786966737578306,3.536332179930796,0.27634998670370203,0.453883388439517,0.39005718816217216,0.47862654896188406,0.2529614047537946
0.0,0.8,0.8,0.0,0,40,2457,558,1899,0.4963741954943028,0.3778989746061222,3.6594982078853047,0.30506508031593665,0.4202567990749056,0.39488958608550084,0.3547201892305422,0.23329402161552862
0.0,0.8,0.8,0.0,0,50,2453,567,1886,0.49970888978430783,0.3955079304422854,3.6067019400352733,0.31920857652580614,0.38425304143736816,0.4194599477823953,0.256388739965504,0.31028371668433774
0.0,0.8,0.8,0.0,0,60,2521,560,1961,0.43885079857164183,0.38776892824619646,3.6035714285714286,0.3543087258178601,0.4058846045429159,0.4566680820726404,0.44074161916298227,0.2632188061025863
0.0,0.8,0.8,0.0,0,70,2511,563,1948,0.4331404486668048,0.3915461831120116,3.5541740674955595,0.37453155869503046,0.416934600329623,0.4738506882507541,0.5500189716924635,0.24947464523937107
0.0,0.8,0.8,0.0,0,80,2543,581,1962,0.5642475367583613,0.3988197586692309,3.8313253012048194,0.34478158968861095,0.4212492464485844,0.4400708752213011,0.5196299073485371,0.232799061502656
0.0,0.8,0.8,0.0,0,90,2506,567,1939,0.7236577595793294,0.3364523558246664,3.984126984126984,0.31832044082490174,0.37646024294535835,0.3971519864571147,0.5106315368479863,0.226639744466185
0.0,0.8,0.8,0.0,0,100,2535,568,1967,0.5895699241211346,0.3821886185114794,3.7024647887323945,0.35536022385946614,0.4363786845604865,0.465273711617273,0.48424492242000683,0.2736325002728441
0.0,0.8,0.8,0.0,1,0,300,300,0,0.5180179015717502,0.28929159961702333,2.966666666666667,0.46122444158442116,0.5300736721275414,0.5669032309132663,0.28946892746732494,0.23001136001984507
0.0,0.8,0.8,0.0,1,10,1723,556,1167,0.2428040847363502,0.27006005134807287,3.856115107913669,0.20143039234380483,0.2454499036150054,0.2539052348232021,0.2480842472090771,0.23454514310195165
0.0,0.8,0.8,0.0,1,20,2317,553,1764,0.32971685176574156,0.31204672512914694,3.616636528028933,0.281333608208865,0.25054854143547617,0.3500625151539777,0.19025456806709318,0.30936958497114225
0.0,0.8,0.8,0.0,1,30,2544,569,1975,0.6202009289593753,0.3852308086496234,4.173989455184534,0.3551048745186217,0.28285069609795443,0.4413920693021453,0.4053969997095839,0.3091960274083645
0.0,0.8,0.8,0.0,1,40,2559,572,1987,0.3473067993149431,0.3858063096874682,4.001748251748252,0.39222288399363353,0.2280410325526188,0.44700211829915215,0.2165196019699184,0.21562789613570504
0.0,0.8,0.8,0.0,1,50,2570,581,1989,0.23909437795721777,0.3292756320002692,3.8709122203098105,0.46104662914071703,0.2065450933039232,0.505835449444104,0.25884944860957787,0.211367124632873
0.0,0.8,0.8,0.0,1,60,2571,571,2000,0.3693907725247215,0.4018164893259706,3.9737302977232924,0.49797361424912207,0.2024436339046433,0.5543766169401285,0.2625283360709757,0.31049628395423756
0.0,0.8,0.8,0.0,1,70,2576,576,2000,0.49488007823341795,0.41467780471029614,4.159722222222222,0.5094538170494999,0.22399165096310064,0.560376364034441,0.3039906352902929,0.2400677568679225
0.0,0.8,0.8,0.0,1,80,2556,565,1991,0.514641943418614,0.41343620704772865,4.024778761061947,0.5407417824583343,0.2542960794986135,0.607645627135937,0.4168203598529664,0.2584957654643796
0.0,0.8,0.8,0.0,1,90,2584,584,2000,0.733900988254389,0.34020070694340515,4.368150684931507,0.5048483834933317,0.3063712383122456,0.5498270886993235,0.38917127274385943,0.16222084234535436
0.0,0.8,0.8,0.0,1,100,2560,578,1982,0.835771119538974,0.23632668818184707,4.4878892733564015,0.5053986831839398,0.307676680776231,0.5391778300180068,0.3931319441940252,0.12727586828247905
0.0,0.8,0.8,0.0,2,0,300,300,0,0.5211630680552408,0.28188943118992216,2.9966666666666666,0.4775286778586261,0.5183888339223637,0.5691317952750636,0.276742081585608,0.20774380453280983
0.0,0.8,0.8,0.0,2,10,1818,571,1247,0.8389593573600066,0.151380228266341,3.6760070052539406,0.18244647124155414,0.5258877531131056,0.28935191194897825,0.5096088366089311,0.20390231588535823
0.0,0.8,0.8,0.0,2,20,2281,556,1725,0.8236190846594064,0.19168667572916812,3.370503597122302,0.25545919474160467,0.5186770515847837,0.4308697752687988,0.5244104097704269,0.3447823863199801
0.0,0.8,0.8,0.0,2,30,2462,572,1890,0.8287471706201945,0.18631505112113023,3.2674825174825175,0.30685843468948615,0.48609188754935884,0.45156507847535554,0.5348432735922969,0.3323326054991966
0.0,0.8,0.8,0.0,2,40,2503,550,1953,0.8108619757738893,0.26093325933019895,3.1654545454545455,0.36542333258827875,0.4760315375354311,0.5144831500377386,0.5020962510848924,0.33716161571951453
0.0,0.8,0.8,0.0,2,50,2535,553,1982,0.6249883792672686,0.3822149388227182,3.3435804701627485,0.3830374739266953,0.40628754154619595,0.4852466015293759,0.4526928136151826,0.26775258444805383
0.0,0.8,0.8,0.0,2,60,2584,585,1999,0.3805851764717302,0.40486558680011653,3.8290598290598292,0.4332635809268977,0.32181535473275946,0.5007608409228888,0.39318115907529666,0.24428770236585012
0.0,0.8,0.8,0.0,2,70,2556,560,1996,0.4457614605374954,0.417751888706661,3.476785714285714,0.4493096771010807,0.3107289654085547,0.5345958629120167,0.48863729534300626,0.33274474487855393
0.0,0.8,0.8,0.0,2,80,2566,582,1984,0.2877990346328946,0.34745748730853154,3.8333333333333335,0.4335894253538483,0.2674326239656216,0.477203903698669,0.4664804284768202,0.17108042144916955
0.0,0.8,0.8,0.0,2,90,2569,575,1994,0.39433352348982825,0.4008497921808531,3.3791304347826085,0.4399590275306802,0.27135490397433376,0.5159148146541136,0.2867599218527915,0.32951471221905904
0.0,0.8,0.8,0.0,2,100,2550,563,1987,0.3550865992884063,0.3803853615290977,3.6678507992895204,0.44476027233887894,0.23126986992696125,0.4980288316373282,0.243197995525547,0.2552467875796828
0.0,0.8,0.8,0.3,0,0,300,300,0,0.5044576885653401,0.26622141786100095,3.08,0.5124767213837911,0.49153800658736657,0.6061181093971991,0.19597314073115643,0.212658678859864
0.0,0.8,0.8,0.3,0,10,1700,569,1131,0.7490053971281913,0.22364262075585598,3.8840070298769773,0.24149945463885272,0.3477226671232608,0.32367114595364677,0.48522962983873225,0.21855383448748086
0.0,0.8,0.8,0.3,0,20,2345,566,1779,0.7613596553168888,0.23740820823687075,4.0477031802120145,0.290486284810707,0.35651625402382103,0.374341512413621,0.40635617346585334,0.24362738605779083
0.0,0.8,0.8,0.3,0,30,2510,572,1938,0.6052568220427991,0.3783774111210086,3.874125874125874,0.3553710138629971,0.3859604950061153,0.442173226896012,0.5030959913252266,0.25330981617612697
0.0,0.8,0.8,0.3,0,40,2505,571,1934,0.49246492211871745,0.40761658804274165,3.817863397548161,0.3587906465702352,0.40717684958265915,0.4420421669321397,0.3825175802761825,0.213757997993414
0.0,0.8,0.8,0.3,0,50,2556,571,1985,0.3552976026181693,0.3824189907381065,3.672504378283713,0.36822186897238146,0.3623969011287649,0.47075911054401665,0.5206547713072961,0.3082293192500509
0.0,0.8,0.8,0.3,0,60,2576,590,1986,0.4171195726822919,0.3950371063424668,3.835593220338983,0.4121490812789939,0.3593143992616551,0.4931980594428159,0.5099835467147714,0.24154294279982197
0.0,0.8,0.8,0.3,0,70,2584,584,2000,0.3634812584152311,0.3809392842034413,3.7825342465753424,0.41313063453595567,0.3468608448480951,0.5013177263000418,0.5213125168628933,0.26378247963010987
0.0,0.8,0.8,0.3,0,80,2557,570,1987,0.2787473155022038,0.3419132332372464,3.7964912280701753,0.3951740360635956,0.3545340918296661,0.5012681315566588,0.5841797371046767,0.3248047868664836
0.0,0.8,0.8,0.3,0,90,2556,564,1992,0.2813616651848189,0.3303725848201652,3.7641843971631204,0.4142172426934548,0.37254029529018157,0.5170727964041327,0.5485112804336093,0.2606291204101599
0.0,0.8,0.8,0.3,0,100,2583,583,2000,0.387272001785424,0.3913917671019924,3.7804459691252146,0.43695050004246716,0.3163172254221911,0.5295283768955548,0.5268712838807453,0.25852146936952697
0.0,0.8,0.8,0.3,1,0,300,300,0,0.5106617181519181,0.30293772151363235,3.046666666666667,0.4909354544146317,0.4999424227672912,0.5660519837422655,0.2689721632269433,0.18169131786083467
0.0,0.8,0.8,0.3,1,10,1652,523,1129,0.32211316630033016,0.2689391816489923,2.975143403441683,0.1614235006707349,0.4796644712592304,0.2871747493508847,0.5200105469878731,0.2812949925996321
0.0,0.8,0.8,0.3,1,20,2447,562,1885,0.5747934055672709,0.3707497084225303,3.0693950177935942,0.2308194145024986,0.5510517147126432,0.3782616588807582,0.6129571799151666,0.26498857747978977
0.0,0.8,0.8,0.3,1,30,2532,566,1966,0.5784812261026651,0.38175629845332126,3.0830388692579507,0.24514203042827307,0.577006504422324,0.37450789950307734,0.5211050508751295,0.23006443414908312
0.0,0.8,0.8,0.3,1,40,2526,558,1968,0.656665145488452,0.3579458490212958,3.0627240143369177,0.2833735186860566,0.6608514604339042,0.40865681781000346,0.6665918533624487,0.195851875294264
0.0,0.8,0.8,0.3,1,50,2512,546,1966,0.48799545416192436,0.4046064339873173,2.956043956043956,0.21837556242558126,0.5893771735263633,0.36037915503592627,0.7254560652669497,0.23285508045242304
0.0,0.8,0.8,0.3,1,60,2499,577,1922,0.4244452132208155,0.3942658038289123,2.714038128249567,0.23091946069320413,0.5809290790383886,0.35938656387358303,0.7466481715948681,0.21011472608382614
0.0,0.8,0.8,0.3,1,70,2530,561,1969,0.3300598881075189,0.3779653055521033,2.7433155080213902,0.2319957632264823,0.5430073398786988,0.3630084078785273,0.6908389595034549,0.24834616866528422
0.0,0.8,0.8,0.3,1,80,2515,579,1936,0.4905535414946888,0.4077221401637886,2.7582037996545767,0.24953624669721688,0.5880769749442714,0.39073645507595695,0.6888590124610525,0.2420343635938906
0.0,0.8,0.8,0.3,1,90,2555,555,2000,0.5281942233367768,0.3950188118570152,3.001801801801802,0.30887282699383567,0.6070371827955423,0.4472392005166635,0.7143966976148854,0.24771354486661842
0.0,0.8,0.8,0.3,1,100,2550,565,1985,0.5592219245855552,0.3954510549577031,2.950442477876106,0.3413377412113787,0.6373549570162637,0.49621319029781,0.6807861251981295,0.258214992557735
0.0,0.8,0.8,0.3,2,0,300,300,0,0.49955235127642406,0.2996452370811818,2.98,0.5263371456365943,0.516130610017073,0.6299109906166732,0.36716564838975335,0.26076775540995617
0.0,0.8,0.8,0.3,2,10,1786,565,1221,0.45625173654473744,0.34275272975606985,3.5309734513274336,0.24634194094535963,0.23213082056404366,0.2960845337469507,0.2759325542516827,0.21263619205627401
0.0,0.8,0.8,0.3,2,20,2225,580,1645,0.6361231866085604,0.34509028431558214,4.067241379310345,0.24824210441666522,0.29118159962816315,0.3098295604712224,0.37579177035668454,0.20484126300154437
0.0,0.8,0.8,0.3,2,30,2384,576,1808,0.7517808573528233,0.2978610173274626,4.053819444444445,0.304722414016149,0.3007276488895282,0.3849270366429013,0.09250549347464926,0.31336410108772694
0.0,0.8,0.8,0.3,2,40,2484,573,1911,0.6919053807437016,0.3476716671027123,3.7905759162303663,0.3557409508651189,0.34542545051840884,0.414702451116472,0.21738253864124787,0.2150030890127193
0.0,0.8,0.8,0.3,2,50,2548,564,1984,0.8160558975460904,0.2490556105584708,4.078014184397163,0.3756247596060222,0.36756226159452043,0.47632708543569297,0.49518347559781,0.2927059225687251
0.0,0.8,0.8,0.3,2,60,2503,544,1959,0.7621851732768603,0.2829324425432446,3.854779411764706,0.405552753790071,0.42897983149842517,0.509221578729426,0.4752969775378797,0.2697656247762728
0.0,0.8,0.8,0.3,2,70,2512,555,1957,0.7965799978166582,0.22752847921504257,3.9441441441441443,0.38039905463892054,0.390479080308684,0.5172360899886843,0.47880458769640305,0.3608603267308186
0.0,0.8,0.8,0.3,2,80,2545,565,1980,0.639374820628054,0.349380206482902,3.578761061946903,0.4546500184410554,0.3819882785248106,0.5498434219243437,0.5347174884040699,0.23969730955624188
0.0,0.8,0.8,0.3,2,90,2564,566,1998,0.619006530584874,0.3825570883726099,3.6342756183745584,0.438966418898873,0.38130492654386255,0.5271062978741285,0.45812213124028806,0.23150907928004583
0.0,0.8,0.8,0.3,2,100,2566,576,1990,0.5984519712626236,0.3926260045551648,3.4930555555555554,0.4618029501122488,0.3085614782112987,0.512340346461593,0.4733157472186928,0.18680012911610858
0.75,0.0,0.0,0.0,0,0,300,300,0,0.47592609375901135,0.28836066138826427,2.96,0.4995220118234147,0.5052388373579121,0.6040294364044625,0.22118332343674632,0.2569069721435609
0.75,0.0,0.0,0.0,0,10,1783,557,1226,0.5645379567581712,0.353951361852136,3.0197486535008977,0.226967899413726,0.44652475751828313,0.277676488745124,0.17899805539208424,0.11801011677266929
0.75,0.0,0.0,0.0,0,20,2412,587,1825,0.4158778550422602,0.40779967743293305,3.0357751277683134,0.3681837142377905,0.5439964845563944,0.42969659133484234,0.4485140003642395,0.10465848678169498
0.75,0.0,0.0,0.0,0,30,2588,592,1996,0.374088917382898,0.4086563665212723,3.5777027027027026,0.40975161540828486,0.6093148880901093,0.48720789771980827,0.5887846944693512,0.12550437309658416
0.75,0.0,0.0,0.0,0,40,2568,577,1991,0.392862029680921,0.41512109439280553,3.9636048526863084,0.45122757550737985,0.6565652109891348,0.5223050573619948,0.529326218252663,0.12142125846723084
0.75,0.0,0.0,0.0,0,50,2595,595,2000,0.4727325964646212,0.4295467081523596,4.216806722689076,0.4346642710669942,0.5600053484176953,0.4848774716623217,0.47211770848679663,0.10836663878318276
