treatment,period,cost,replicate,generation,population,mean_d,std_d,mean_alpha,maladaptation,trait_variance,trait_env_corr
moving,60.0,0.2,2,180,900,3.39,1.1005604632792028,0.49532823638841106,0.1745400867129927,0.10105538709685775,0.2292743426676735
moving,60.0,0.2,2,200,900,3.283333333333333,0.9858724280780167,0.4827281948451731,0.16365022244727534,0.09272548342937284,0.2525243970905685
moving,60.0,0.5,0,0,900,3.4322222222222223,1.7064796627871581,0.49056782060880877,0.2135036258032018,0.08637838489086812,-0.009798257916654158
moving,60.0,0.5,0,20,900,2.8133333333333335,1.4767230989969349,0.5029601059806085,0.1416890172114014,0.09514467512312538,0.3597456271962002
moving,60.0,0.5,0,40,900,2.787777777777778,1.314223706458411,0.5100803243411439,0.17792866247930275,0.08892640391257824,0.1711981500495963
moving,60.0,0.5,0,60,900,2.878888888888889,1.1603633956121433,0.5317841669984413,0.16436037338842477,0.09738088347275155,0.2675200856951689
moving,60.0,0.5,0,80,900,2.7066666666666666,1.148216007552586,0.5151584921207304,0.1716593436714321,0.09952684491976985,0.2380220344082431
moving,60.0,0.5,0,100,900,2.6855555555555557,0.9683962815008593,0.5214344522635794,0.18114463702954792,0.10106355338884608,0.20186751481341297
moving,60.0,0.5,0,120,900,2.8144444444444443,0.9626423255361153,0.5236716786795119,0.18432067656770518,0.09397604615116414,0.16245869497857618
moving,60.0,0.5,0,140,900,2.7711111111111113,1.0471383697640435,0.5303007230507341,0.16699545503471394,0.09371311754479841,0.24316216569574456
moving,60.0,0.5,0,160,900,2.482222222222222,0.9937110889967272,0.5060288096483586,0.16938832449277666,0.08355007364686215,0.19178142806075635
moving,60.0,0.5,0,180,900,2.5,0.9049247973665485,0.50856858623356,0.16652200913662757,0.07906177106918859,0.18917851446385955
moving,60.0,0.5,0,200,900,2.55,0.7935503904744944,0.5276973373834435,0.16917729573312304,0.07980986468206165,0.18221522072829585
moving,60.0,0.5,1,0,900,3.5322222222222224,1.699040760597826,0.5058992460122368,0.20035835700814641,0.08549482844787566,0.049194932248037504
moving,60.0,0.5,1,20,900,2.9122222222222223,1.4780112597509591,0.5146287843313528,0.13749060329484758,0.09579859396682544,0.3816245226330719
moving,60.0,0.5,1,40,900,2.8533333333333335,1.349337285896714,0.5106461565943013,0.1881716076857878,0.09700084266720876,0.15412462703749139
moving,60.0,0.5,1,60,900,3.137777777777778,1.3486271025485121,0.5275535040822656,0.18512615375833402,0.10142132866557281,0.1867503766715697
moving,60.0,0.5,1,80,900,2.8744444444444444,1.2626305090837682,0.5269507503860662,0.15116022735445814,0.09805355482203638,0.3279726279905371
moving,60.0,0.5,1,100,900,2.5855555555555556,1.1276387434823572,0.53115922429358,0.17403821252458043,0.10189238474609308,0.23846724454533413
moving,60.0,0.5,1,120,900,2.557777777777778,1.0099480490245005,0.4827480391049591,0.17549218740945238,0.08815914975250118,0.1808256537774542
moving,60.0,0.5,1,140,900,2.5077777777777777,1.002743766736246,0.4950683110987173,0.161960064089928,0.09700103319141817,0.2727409825722274
moving,60.0,0.5,1,160,900,2.451111111111111,0.8710459159276972,0.5143770548057363,0.1533996169363343,0.10070599912539106,0.32314965018054
moving,60.0,0.5,1,180,900,2.37,0.9139596392741981,0.49720419625365314,0.16710485812333672,0.08802155942996798,0.21890973428622285
moving,60.0,0.5,1,200,900,2.418888888888889,0.9758636567385885,0.5215901925161707,0.16538676025339527,0.09773813396495883,0.26154255460585774
moving,60.0,0.5,2,0,900,3.48,1.6828018963093136,0.5021086425400051,0.21158190743934688,0.08346266037649513,-0.015247517767949298
moving,60.0,0.5,2,20,900,2.9433333333333334,1.4259928315232007,0.49788652655675014,0.14629002457176138,0.10339900592647272,0.3611362678931092
moving,60.0,0.5,2,40,900,2.7266666666666666,1.309266121832295,0.5136475839462297,0.17355904229045335,0.10026954513102326,0.23177720173932462
moving,60.0,0.5,2,60,900,2.6744444444444446,1.220934169770664,0.5001920387359932,0.1818761504314221,0.09453996254332701,0.1732335418255825
moving,60.0,0.5,2,80,900,2.612222222222222,0.9053333060601098,0.5215173902305266,0.15014272235078246,0.09203397454121377,0.3139828414003469
moving,60.0,0.5,2,100,900,2.4788888888888887,0.8290549431524017,0.48779931522758924,0.1619048477258661,0.08692790301248683,0.24065564212570045
moving,60.0,0.5,2,120,900,2.3422222222222224,0.7457997612969699,0.49172519676692217,0.15241376167721835,0.08373218925508939,0.2755795541223541
moving,60.0,0.5,2,140,900,2.453333333333333,0.7520638270785266,0.5237065349893649,0.16310390325386265,0.08845416594092305,0.24209077961582506
moving,60.0,0.5,2,160,900,2.4477777777777776,0.7764202438510528,0.5179215914089665,0.16545920399438446,0.09568718060717372,0.25396017347619276
moving,60.0,0.5,2,180,900,2.3233333333333333,0.7030963265758431,0.4783093067246457,0.17218423651149495,0.0830528551325152,0.17832487930446886
moving,60.0,0.5,2,200,900,2.3855555555555554,0.7312183305371797,0.5055706578472378,0.1643330447076203,0.09053021565938785,0.2407838441283665
moving,60.0,1.0,0,0,900,3.5144444444444445,1.7495435030703872,0.5049079213597052,0.22118977579198879,0.08675512310366124,-0.04518383938419746
moving,60.0,1.0,0,20,900,2.5355555555555553,1.4521486846976575,0.4951711767374492,0.12928134634794541,0.0884062036838073,0.4002380074839944
moving,60.0,1.0,0,40,900,2.238888888888889,1.160286788728875,0.5141553053684907,0.18328425720803984,0.08939819697260623,0.14811310903987954
moving,60.0,1.0,0,60,900,2.2144444444444447,0.9841026494687218,0.49886133622960505,0.18497130582512303,0.09610779779915343,0.1648531526464896
moving,60.0,1.0,0,80,900,2.091111111111111,0.894755639446317,0.48848434481235287,0.1780555033351198,0.09688395512392925,0.19973641213817958
moving,60.0,1.0,0,100,900,2.1066666666666665,0.9175813618178802,0.5281724886240046,0.1884142590519725,0.09154593871786897,0.13519927456407463
moving,60.0,1.0,0,120,900,2.1622222222222223,0.8719808583242814,0.5158903316932509,0.18276000641043905,0.08899888565468206,0.14928440168666407
moving,60.0,1.0,0,140,900,1.9144444444444444,0.6867089163557359,0.5145019565604922,0.1826033058988975,0.07778929683896242,0.10342044849557333
moving,60.0,1.0,0,160,900,1.8933333333333333,0.621610810716802,0.5171428945505945,0.17099110362096626,0.08008283570417411,0.171839112514819
moving,60.0,1.0,0,180,900,1.9044444444444444,0.5635031521377106,0.5053634553942002,0.1738624277764946,0.07546187210735192,0.13708603002628902
moving,60.0,1.0,0,200,900,1.8355555555555556,0.6391506710056039,0.5267560546566973,0.1725490039014705,0.07206323209624753,0.13291602771329036
moving,60.0,1.0,1,0,900,3.5344444444444445,1.755604429699426,0.47721546023898403,0.20152904278858663,0.08149186897068181,0.02715775303568507
moving,60.0,1.0,1,20,900,2.4077777777777776,1.4550088031637303,0.5055080074823471,0.15369015410171105,0.09374984811029267,0.30063822423068065
moving,60.0,1.0,1,40,900,2.2144444444444447,1.1013185139349118,0.5064197242430907,0.18159784347163743,0.08413988583944429,0.1344805747590482
moving,60.0,1.0,1,60,900,2.046666666666667,0.8326930873844083,0.5302755328035655,0.16534411656480857,0.06746196353804035,0.15264325714562232
moving,60.0,1.0,1,80,900,1.8822222222222222,0.7374999476877989,0.5131548801792726,0.15283190898337543,0.061634217053535736,0.1935388293227914
moving,60.0,1.0,1,100,900,1.951111111111111,0.7362433843421986,0.49634317431004166,0.16593073078229723,0.06166688818274896,0.11816728032460819
moving,60.0,1.0,1,120,900,1.9755555555555555,0.7082546797289975,0.5248962787026616,0.16440448659014514,0.065472951084986,0.1475043317824921
moving,60.0,1.0,1,140,900,1.8355555555555556,0.5922295184040861,0.5267728234027986,0.15949856688155875,0.06709356674439301,0.18187476652903994
moving,60.0,1.0,1,160,900,1.9155555555555555,0.619661396985144,0.481150407358723,0.16439411092809325,0.064747760931202,0.14288514534634722
moving,60.0,1.0,1,180,900,1.8711111111111112,0.6227616709186846,0.4966772628011413,0.15412478561508608,0.06572823918368542,0.20197240520962814
moving,60.0,1.0,1,200,900,1.8666666666666667,0.6359594676112971,0.4945786382969614,0.16931175975518195,0.07039514839050706,0.1391863800653532
moving,60.0,1.0,2,0,900,3.5433333333333334,1.6882963141713143,0.4967386139037295,0.21528658546119572,0.08462835202355806,-0.02745495519091596
moving,60.0,1.0,2,20,900,2.5322222222222224,1.3896704467668888,0.4727864126823209,0.14627548653846864,0.09835949767561616,0.3509325812301887
moving,60.0,1.0,2,40,900,2.2466666666666666,1.078702924812944,0.5261275491161186,0.1902267050078452,0.09495669536502045,0.1395745740701355
moving,60.0,1.0,2,60,900,2.5388888888888888,1.1390243821841026,0.5051995048579099,0.18599768205388645,0.08224231657311844,0.104898409763994
moving,60.0,1.0,2,80,900,2.2266666666666666,0.9987547802694667,0.49566526910165754,0.15302600141332431,0.08106921569959821,0.26355463696397646
moving,60.0,1.0,2,100,900,2.1044444444444443,0.8920527028664607,0.47871826941914186,0.16941030811575974,0.0796551008743393,0.17887452598407688
moving,60.0,1.0,2,120,900,2.207777777777778,0.7917249491216811,0.4885588214577055,0.17259440299336914,0.07972030497751677,0.16156669379609495
moving,60.0,1.0,2,140,900,1.9355555555555555,0.6800835097595836,0.47208738260494937,0.15527852219193825,0.07771551675871276,0.24459821676570329
moving,60.0,1.0,2,160,900,1.9944444444444445,0.7430957933030515,0.4841690725213507,0.17273062377897996,0.08315527552900662,0.17495943325312663
moving,60.0,1.0,2,180,900,2.131111111111111,0.8059010753249287,0.47346223261922216,0.17327325204913907,0.07333032099144132,0.13453687989083404
moving,60.0,1.0,2,200,900,2.0344444444444445,0.7788397511842159,0.48058904624559967,0.1609280822722706,0.06971968417330991,0.18300450043108243
moving,90.0,0.0,0,0,900,3.5766666666666667,1.7119546982583649,0.4947787288667245,0.2144018373836834,0.08582536793285135,-0.017133203984448224
moving,90.0,0.0,0,20,900,4.192222222222222,1.6089145946381076,0.5014172183087475,0.08845601238148545,0.09922328001504727,0.6095505264601385
moving,90.0,0.0,0,40,900,4.5344444444444445,1.515084237563569,0.48845417403869185,0.11837199770669168,0.10764399500068551,0.49313548125648593
moving,90.0,0.0,0,60,900,4.821111111111111,1.3292432637861995,0.4909891268457332,0.11873740746276812,0.12009681320317601,0.5159834946191343
moving,90.0,0.0,0,80,900,5.003333333333333,1.0440253296203539,0.5184356901243483,0.12555244590890055,0.11168234787806745,0.4717151894939929
moving,90.0,0.0,0,100,900,4.971111111111111,0.9861535202148288,0.5045002897086525,0.10688696002352235,0.11143031161753979,0.5489039373400203
moving,90.0,0.0,0,120,900,5.083333333333333,0.9584420228219918,0.5023538408486254,0.10735741149473484,0.11242321481354306,0.5486161968296643
moving,90.0,0.0,0,140,900,5.228888888888889,0.8786662170515346,0.4908849646707695,0.104706549707546,0.12173380242786562,0.5760166964293509
moving,90.0,0.0,0,160,900,5.375555555555556,0.8386909258694782,0.4860915700039066,0.1119460017665936,0.1152334366521366,0.5352593235970071
moving,90.0,0.0,0,180,900,5.402222222222222,0.7720071642986192,0.4893727009424967,0.11296598620233551,0.10518170618064217,0.5116217523157727
moving,90.0,0.0,0,200,900,5.567777777777778,0.6314582378691717,0.5111187701283996,0.11844090731601278,0.10793468517366778,0.4933839919302423
moving,90.0,0.0,1,0,900,3.4244444444444446,1.6963562984697598,0.498940235029798,0.21449587210098173,0.0829519865229319,-0.03212645135765019
moving,90.0,0.0,1,20,900,3.8233333333333333,1.6542571343859052,0.49561675921442216,0.092804108951912,0.1032695057208152,0.5962369859260402
moving,90.0,0.0,1,40,900,4.221111111111111,1.5531326368518308,0.5012824143460907,0.11730693799979663,0.113861016496994,0.509451541422102
moving,90.0,0.0,1,60,900,4.581111111111111,1.2723900908172292,0.4913494118169141,0.1288520897965692,0.11698600330836155,0.46808855907015506
moving,90.0,0.0,1,80,900,4.743333333333333,1.1084072657045634,0.49837702282168167,0.12252816860878277,0.11312356990514259,0.48605890026836307
moving,90.0,0.0,1,100,900,4.877777777777778,1.0058471032228151,0.4982502126013756,0.11453915125145332,0.12345213649787777,0.539011850826668
moving,90.0,0.0,1,120,900,4.905555555555556,1.0343931243982964,0.501557764172545,0.12222321021259473,0.11749031585750407,0.49621465244959034
moving,90.0,0.0,1,140,900,4.938888888888889,1.0496766109875562,0.5217944160458261,0.1310994486039597,0.11640518031245699,0.4591906747063427
moving,90.0,0.0,1,160,900,5.062222222222222,1.0480222408345876,0.506363097587423,0.1166563274498949,0.1206279598066746,0.5253170817421623
moving,90.0,0.0,1,180,900,5.226666666666667,0.942667609617633,0.4793626160051673,0.12980040090747544,0.1275371604658411,0.4877257556138019
moving,90.0,0.0,1,200,900,5.364444444444445,0.8682435796366402,0.513467456376083,0.1125565100723783,0.11904961865871576,0.5397002368618141
moving,90.0,0.0,2,0,900,3.401111111111111,1.7282614542716006,0.48293783796890927,0.212809065974138,0.08077441411989644,-0.033555651246060816
moving,90.0,0.0,2,20,900,3.9344444444444444,1.605937670792094,0.48374889704302804,0.093046470246319,0.0974949923372755,0.5874975719642441
moving,90.0,0.0,2,40,900,4.265555555555555,1.4374097931975582,0.5092451706651026,0.11254152278081055,0.10782252275663691,0.5184009501618311
moving,90.0,0.0,2,60,900,4.7122222222222225,1.123716826506055,0.5152348246344026,0.1270783692591441,0.10713776219454699,0.45492205834601934
moving,90.0,0.0,2,80,900,4.9688888888888885,0.9220321089184168,0.4963349627643797,0.11480765653576502,0.1211258056106468,0.5336614512087697
moving,90.0,0.0,2,100,900,5.271111111111111,0.8245193137613164,0.5107285132313512,0.12189164999624882,0.11579953592502884,0.4946436443363308
moving,90.0,0.0,2,120,900,5.434444444444445,0.7521319492853646,0.5159315593657454,0.11673102230758865,0.11126255018420686,0.5078601910457199
moving,90.0,0.0,2,140,900,5.446666666666666,0.794732659452221,0.5110443408861363,0.112859532232511,0.10934896745857016,0.5200941729475752
moving,90.0,0.0,2,160,900,5.506666666666667,0.7279804637183306,0.4778580358266476,0.12112956705421658,0.10635255330408466,0.48010988548440553
moving,90.0,0.0,2,180,900,5.634444444444444,0.5837924119470154,0.5002326958981916,0.11793119624390182,0.11017664300649488,0.49953556808650595
moving,90.0,0.0,2,200,900,5.637777777777778,0.569517881443551,0.5100932649956262,0.11801786728191578,0.10317618306019487,0.48544944038908455
moving,90.0,0.2,0,0,900,3.401111111111111,1.7282614542716006,0.48293783796890927,0.212809065974138,0.08077441411989644,-0.033555651246060816
moving,90.0,0.2,0,20,900,3.482222222222222,1.6595566863056317,0.4926609167292236,0.09029491680840064,0.0961954845856501,0.5971148179984336
moving,90.0,0.2,0,40,900,3.453333333333333,1.5416585585372369,0.5086775958317156,0.12670636308653158,0.10603046661175555,0.45341687737732606
moving,90.0,0.2,0,60,900,3.847777777777778,1.4742778102272296,0.4969450908949288,0.1277774275500465,0.10168427211722714,0.43868767087338506
moving,90.0,0.2,0,80,900,4.065555555555555,1.387696821764683,0.4946745228662641,0.12055100430818748,0.10820552770837727,0.4844491835478222
moving,90.0,0.2,0,100,900,4.024444444444445,1.2690601168766253,0.5043405683971459,0.12504955631366224,0.11293942608812245,0.4751378807935491
moving,90.0,0.2,0,120,900,4.018888888888889,1.2295793720206782,0.4969698737676385,0.11917994645993815,0.10637374140805905,0.48652163651012614
moving,90.0,0.2,0,140,900,3.7733333333333334,1.0922759114192102,0.5035183939394521,0.12059682187690726,0.10974061076316136,0.48733846745285037
moving,90.0,0.2,0,160,900,3.6966666666666668,1.0562985689030666,0.5050517573112513,0.13921334948444444,0.10197311089074373,0.38877100787432306
moving,90.0,0.2,0,180,900,3.7144444444444447,0.9670184545074746,0.4896688669891071,0.13005146726273364,0.099250428609316,0.4233374760489026
moving,90.0,0.2,0,200,900,3.8055555555555554,0.9893725409022417,0.4871944299480559,0.12318478898621947,0.10614668742746537,0.46934417738391715
moving,90.0,0.2,1,0,900,3.546666666666667,1.6895232726686213,0.4942782244246924,0.21799531170850261,0.08444506400917842,-0.04145152029075679
moving,90.0,0.2,1,20,900,3.598888888888889,1.4892947208098535,0.48004686327119656,0.10239260245492943,0.10234023585774141,0.5541169596817843
moving,90.0,0.2,1,40,900,3.468888888888889,1.3474786697503225,0.4948217711602155,0.12047138653118228,0.10776924015923002,0.483885635341846
moving,90.0,0.2,1,60,900,3.5566666666666666,1.1944826867263036,0.4785506360119791,0.1225839786743273,0.10234705769165262,0.46514529587984
moving,90.0,0.2,1,80,900,3.6422222222222222,1.1376367100048317,0.4838010074677332,0.12049323546754181,0.1075092564407901,0.4842709229494681
moving,90.0,0.2,1,100,900,3.7044444444444444,1.1082429648483236,0.4917117257218785,0.13030669967681477,0.10907088424276187,0.44462664116492706
moving,90.0,0.2,1,120,900,3.56,0.9773888115222564,0.5046217866635114,0.12818381540427062,0.1138918496838937,0.4640145538982275
moving,90.0,0.2,1,140,900,3.513333333333333,0.8949487881065225,0.48992576665496607,0.12572369812388068,0.10982522373782956,0.4660135897703229
moving,90.0,0.2,1,160,900,3.4411111111111112,0.9066904953295737,0.4886095460769447,0.1232412488489284,0.10873291737769294,0.4744316689892336
moving,90.0,0.2,1,180,900,3.4355555555555557,0.8480449557149552,0.5068720908455879,0.11707456585358911,0.11054116840116421,0.5041061539937653
moving,90.0,0.2,1,200,900,3.4555555555555557,0.7402868980051077,0.5014240776339898,0.1289395160048755,0.10538440865219391,0.44194241567810494
moving,90.0,0.2,2,0,900,3.5255555555555556,1.7089347631467264,0.4856575298195605,0.19690919342265042,0.08339269636498209,0.05724481129637816
moving,90.0,0.2,2,20,900,3.582222222222222,1.5807577492229463,0.4902189390637554,0.09357331967269504,0.10670327437659587,0.5984318272916658
moving,90.0,0.2,2,40,900,3.7177777777777776,1.4561423753479432,0.4856341997531709,0.1259782844164601,0.11680276210796557,0.4801334126618577
moving,90.0,0.2,2,60,900,3.7577777777777777,1.234321926113261,0.5010863893560504,0.12512302878580858,0.11503371269035319,0.4791453739096345
moving,90.0,0.2,2,80,900,3.787777777777778,1.1587663725586963,0.4955541941295884,0.12826601484758846,0.10592565019418639,0.44616731625005446
moving,90.0,0.2,2,100,900,3.7544444444444443,1.0015167509678187,0.4968072429675423,0.13226327416050473,0.11044128575156789,0.4391160688692352
moving,90.0,0.2,2,120,900,3.6455555555555557,1.0273656831496663,0.5066587003684012,0.13088861478599867,0.11320620314996688,0.4512634734970148
moving,90.0,0.2,2,140,900,3.562222222222222,1.1583108177934298,0.5184279276301781,0.13699352872097773,0.11509873056923953,0.4312095342692521
moving,90.0,0.2,2,160,900,3.6055555555555556,1.198597431362647,0.5028007034140736,0.12105989501583674,0.11301257800589112,0.4920292519081178
moving,90.0,0.2,2,180,900,3.7644444444444445,1.1633582720451179,0.5155551227166737,0.1370644943241285,0.10707114964865551,0.4116588383294476
moving,90.0,0.2,2,200,900,3.7111111111111112,1.0836609191321431,0.5143441302850393,0.12463616489992234,0.10185497052386754,0.4538663550086608
moving,90.0,0.5,0,0,900,3.45,1.708394307854926,0.5013409399960784,0.20627674932424964,0.08192861820563423,0.003229637239771828
moving,90.0,0.5,0,20,900,3.062222222222222,1.478931880166507,0.5146048020079493,0.09786091812032516,0.09956139407038367,0.5688244814986203
moving,90.0,0.5,0,40,900,2.7055555555555557,1.2078319521735457,0.5051440201249052,0.11984765125314495,0.10466488904531562,0.48016404588902944
moving,90.0,0.5,0,60,900,2.7488888888888887,1.1378580700835763,0.5014672630900985,0.1356702105398112,0.11484116869533198,0.4347322212299821
moving,90.0,0.5,0,80,900,2.8355555555555556,1.1133843412577817,0.4978788127551778,0.1425567847577224,0.11223255888360828,0.3996824413484351
moving,90.0,0.5,0,100,900,2.6655555555555557,1.0101332267589602,0.5122491613288199,0.144833280185714,0.10723431675001283,0.3781025477343317
moving,90.0,0.5,0,120,900,2.4966666666666666,0.9255568894214745,0.49967261060847534,0.14986335370442538,0.09695197187064407,0.32741910809942687
moving,90.0,0.5,0,140,900,2.493333333333333,0.9231347560230726,0.4861410887726225,0.14098014337765052,0.08050100384532617,0.32255621392327416
moving,90.0,0.5,0,160,900,2.5344444444444445,0.8419106723678668,0.4781094884657912,0.13315499316815263,0.08594910777982222,0.37757915138390646
moving,90.0,0.5,0,180,900,2.718888888888889,0.8379067097958983,0.4799727023316897,0.12843081779719548,0.09694207590794399,0.4265613987312031
moving,90.0,0.5,0,200,900,2.7688888888888887,0.8232246142044701,0.47915846042433463,0.12983710377083973,0.0960116393723237,0.41811018704958625
moving,90.0,0.5,1,0,900,3.4066666666666667,1.7046211700355398,0.5125712803696318,0.18845011269043685,0.07930275401134575,0.08040454476850718
moving,90.0,0.5,1,20,900,2.6733333333333333,1.4483553891684642,0.4993794223461763,0.09134614176721811,0.09494531770848438,0.5902251456641928
moving,90.0,0.5,1,40,900,2.591111111111111,1.2993711679496223,0.4904090069003308,0.1292778816295883,0.09484336231143867,0.4163083401477203
moving,90.0,0.5,1,60,900,2.6533333333333333,1.156546583584077,0.49663839742228927,0.13822160404308997,0.09894056993325331,0.3854446007640709
moving,90.0,0.5,1,80,900,2.687777777777778,1.0828283723428278,0.4784713903793142,0.13823115895498533,0.10069559964570453,0.391865076030086
moving,90.0,0.5,1,100,900,2.5188888888888887,0.9607166820711903,0.4965122840056069,0.13731030421979998,0.10234230486739043,0.3980549007914972
moving,90.0,0.5,1,120,900,2.3944444444444444,0.8999828530602509,0.49098165065737737,0.1438521356801765,0.09004225201616767,0.33589798577441093
moving,90.0,0.5,1,140,900,2.5122222222222224,0.8874843069382852,0.4738407539963183,0.13452377735750196,0.08391607455291822,0.3665194562500807
moving,90.0,0.5,1,160,900,2.5655555555555556,0.7594824423559202,0.4850505580422864,0.11949169052539983,0.0886135495780194,0.44821398951628616
moving,90.0,0.5,1,180,900,2.542222222222222,0.7018986596333274,0.4927243159051068,0.13015986890834155,0.10262375472234891,0.43049745119395544
moving,90.0,0.5,1,200,900,2.546666666666667,0.7341207893346526,0.5034016025630852,0.141128655072483,0.10447750937110316,0.38659959028058993
moving,90.0,0.5,2,0,900,3.48,1.716145551972663,0.499368615778914,0.21350950667813,0.08552536770721714,-0.014428744614495531
moving,90.0,0.5,2,20,900,2.8144444444444443,1.482494977402855,0.4832183433140303,0.09545640666134367,0.1050876063643443,0.5885623538642062
moving,90.0,0.5,2,40,900,2.551111111111111,1.280038579665511,0.5016868371837772,0.13735122666999197,0.10754430334741306,0.4105250261683594
moving,90.0,0.5,2,60,900,2.778888888888889,1.2242906739500172,0.4965368271928816,0.155312993531024,0.10823937798591632,0.33502230116068654
moving,90.0,0.5,2,80,900,2.9644444444444447,1.0795380813736042,0.5268258264437139,0.14169148442676371,0.10883425916366837,0.3980815846091817
moving,90.0,0.5,2,100,900,2.9877777777777776,0.9780170161866394,0.49759901208839474,0.12443447359710806,0.09664019599061857,0.44223558311254335
moving,90.0,0.5,2,120,900,2.8555555555555556,1.029143237100228,0.5051027998175612,0.13490130085991356,0.10109272339875215,0.4057261779169465
moving,90.0,0.5,2,140,900,2.68,0.9909815560566425,0.5060678838280792,0.12369281743337558,0.10116893717322732,0.4557955581890799
moving,90.0,0.5,2,160,900,2.5722222222222224,0.8706993074251393,0.4978696092512219,0.13279878080165478,0.0995061171138579,0.4111645655969738
moving,90.0,0.5,2,180,900,2.611111111111111,0.8536775925949828,0.47793363307209424,0.14160852964641907,0.09714565583458724,0.36763534393721425
moving,90.0,0.5,2,200,900,2.752222222222222,0.8804957918730633,0.46825538976487,0.13686626934409557,0.09728987734566523,0.3918793303103064
moving,90.0,1.0,0,0,900,3.5833333333333335,1.7174755375906297,0.49911686442590886,0.2180746039408615,0.08042500826981476,-0.06307674977989268
moving,90.0,1.0,0,20,900,2.5633333333333335,1.462642205811873,0.5131869186358545,0.09981226351231555,0.09241781816533642,0.5479067643543564
moving,90.0,1.0,0,40,900,2.026666666666667,1.0818502669038816,0.521994789335968,0.1433705120362576,0.1027795648011783,0.37448341538387775
moving,90.0,1.0,0,60,900,2.0011111111111113,0.885060505708752,0.48496650651625967,0.14854627174525653,0.1024955898422546,0.3497455985202622
moving,90.0,1.0,0,80,900,1.9644444444444444,0.8075079787856397,0.48224871677456915,0.13954084212900572,0.10551010002349798,0.3974334198822361
moving,90.0,1.0,0,100,900,1.9166666666666667,0.7186020379103366,0.5004241790493547,0.15356433133403471,0.09155420991417644,0.2944068089421376
moving,90.0,1.0,0,120,900,1.8588888888888888,0.6298843711250933,0.50369900211147,0.13330917414204246,0.07425529546499494,0.342318711396529
moving,90.0,1.0,0,140,900,1.7966666666666666,0.6581033353509158,0.5212636173577565,0.14405633724768455,0.06235947109757895,0.24779595158118914
moving,90.0,1.0,0,160,900,1.8277777777777777,0.7425972106626516,0.4994651043143363,0.1444981240743764,0.06341195796251299,0.24662301378719373
moving,90.0,1.0,0,180,900,1.8244444444444445,0.6751643604191848,0.4812531763902244,0.13623302285023894,0.0700635846015628,0.316197547234632
moving,90.0,1.0,0,200,900,1.8355555555555556,0.7068413480817493,0.505489835394022,0.14165321988958557,0.07689480667326247,0.3073831911701093
moving,90.0,1.0,1,0,900,3.6155555555555554,1.7214277737526233,0.4983633427706072,0.20698075014983516,0.08485322835569797,0.013958615841072582
moving,90.0,1.0,1,20,900,2.5244444444444443,1.350910072762565,0.5085608747904663,0.09807727128646739,0.09038661485788516,0.5521623379133689
moving,90.0,1.0,1,40,900,2.05,0.9836157786453001,0.5065862731518397,0.14399545684138218,0.0910879717543768,0.3380149428676968
moving,90.0,1.0,1,60,900,1.9877777777777779,0.7737825961940729,0.5255377133886123,0.15556663830935646,0.09273162754569965,0.29172885164707973
moving,90.0,1.0,1,80,900,2.0955555555555554,0.673120611796052,0.5075554865378401,0.16505575538718095,0.08311665540946113,0.2115092812574866
moving,90.0,1.0,1,100,900,2.0877777777777777,0.699257984148241,0.49805374978436406,0.14434741220269956,0.09114297288618316,0.3363364273467127
moving,90.0,1.0,1,120,900,2.042222222222222,0.7167794915496486,0.49846100608475813,0.1517617882702092,0.09001530199236185,0.2981657421611131
moving,90.0,1.0,1,140,900,2.0966666666666667,0.7153786875960637,0.512374708575924,0.13967305764616444,0.09144017344389244,0.35973869914722123
moving,90.0,1.0,1,160,900,1.9844444444444445,0.6664851604768125,0.497831084666814,0.12114415338261485,0.09559920795678141,0.4549202323704728
moving,90.0,1.0,1,180,900,1.9655555555555555,0.7210580360539813,0.5118087667717912,0.14559744231497143,0.09514456121007656,0.34242503185152606
moving,90.0,1.0,1,200,900,2.0944444444444446,0.8543823124354044,0.4976727901714996,0.13969805457571913,0.0814102325052532,0.33068605063430473
moving,90.0,1.0,2,0,900,3.517777777777778,1.7239217420867763,0.5111917905985227,0.20778124662826397,0.08074966819672601,-0.009487263055407593
moving,90.0,1.0,2,20,900,2.5744444444444445,1.4189245623288953,0.4830072406682881,0.10060690741451873,0.09359377250675316,0.5467474307460056
moving,90.0,1.0,2,40,900,2.0366666666666666,1.1014081895464551,0.4931713809302929,0.15429610336076155,0.08893544522547867,0.2830413103784092
moving,90.0,1.0,2,60,900,2.138888888888889,1.2752511251117427,0.5232586574897097,0.15328317429571345,0.08861476597311788,0.28919014843116403
moving,90.0,1.0,2,80,900,2.328888888888889,1.3277587167390554,0.5233503411019349,0.14961221415940315,0.08427014801660726,0.29329016211690195
moving,90.0,1.0,2,100,900,2.1144444444444446,0.990629554162527,0.5305752085693589,0.13616367662613818,0.0801152313549437,0.349180602568841
moving,90.0,1.0,2,120,900,1.8722222222222222,0.8474180101641795,0.5039282125069504,0.1318845811431107,0.07831423996125358,0.36104972185201706
moving,90.0,1.0,2,140,900,1.6855555555555555,0.8124121984848047,0.5160909199303649,0.1439391932520402,0.08163617593243998,0.3116090848442667
moving,90.0,1.0,2,160,900,1.798888888888889,0.8196197552584226,0.525886714821152,0.14553916635139172,0.07523989690268115,0.2854776495724493
moving,90.0,1.0,2,180,900,1.8566666666666667,0.7276369668698502,0.5326512718142133,0.14416611805368904,0.07109972133635623,0.2810959136655072
