treatment,condition,replicate,generation,bias,population,mean_d,std_d,mean_alpha,std_alpha,mean_beta,std_beta,mean_p_base,std_p_base,maladaptation,trait_variance,trait_env_corr
static,neg_const,365289374,105,-0.3,900,1.8733333333333333,0.5958747071882365,1.9435559116673475,1.4242536650197677,1.309968191125327,0.5899122922425863,0.6793326235567606,0.18688829801815254,0.015132236117377474,0.12076583666305576,0.93857208464807
static,neg_const,365289374,110,-0.3,900,1.8566666666666667,0.5948949487094339,1.9008687924907757,1.4568018464085963,1.325474295437026,0.5768089225927859,0.6941305777893846,0.18325655367801988,0.015292503064139162,0.12061294028707134,0.9380703883722574
static,neg_const,365289374,115,-0.3,900,1.8477777777777777,0.5908050586140496,1.906778360705808,1.4864143683882631,1.3106771808915887,0.5775582493888543,0.7101239499526082,0.17930313650874605,0.015444543147843404,0.12007205531868896,0.9372506892085577
static,neg_const,365289374,120,-0.3,900,1.8388888888888888,0.6197121992316621,1.9496100755840045,1.5147216176718667,1.3475875960757622,0.5647393825724706,0.7273836898783127,0.17579627154580782,0.014942385892155522,0.12177182656968474,0.9397758964484049
static,neg_const,365289374,125,-0.3,900,1.8233333333333333,0.6208506708988528,1.9687119644722588,1.5223875182565119,1.3558375466459094,0.5705445759706727,0.7332167662212512,0.17808402976356177,0.014768722481997499,0.11844253352001896,0.9400345679320892
static,neg_const,365289374,130,-0.3,900,1.8311111111111111,0.6185367041016949,1.944699992961657,1.4852775856257396,1.3635408331444479,0.5751456053794605,0.7339469456774086,0.1816506373370717,0.014098602710810615,0.12003641789094031,0.9430776314642043
static,neg_const,365289374,135,-0.3,900,1.8211111111111111,0.6075441354693583,1.9286250769294566,1.4997734750615477,1.3702406677671595,0.5729334784876143,0.7495946337528706,0.17679843779929771,0.01527345449492809,0.11797374889806027,0.9379184336426167
static,neg_const,365289374,140,-0.3,900,1.8444444444444446,0.6057339186861782,1.9280137756379276,1.5288672775068015,1.366951154571538,0.5848205217665707,0.7743167417611129,0.16551364017242293,0.016554940323593365,0.11398769375643351,0.9319174346752792
static,pos_const,1666488334,0,0.3,900,3.4366666666666665,1.697511250167269,2.580305759108956,1.5008284849019853,0.9999304202307228,0.594802192835679,0.253229891096468,0.14462416395976385,0.1989648935632026,0.0844064357220719,0.05296569497611172
static,pos_const,1666488334,5,0.3,900,3.2177777777777776,1.6803820847108804,2.430010100604864,1.457781978587927,1.1148430407604504,0.5711374824058749,0.26429875599306807,0.14825961663111073,0.13061474192348105,0.08774620266284132,0.3921461428928004
static,pos_const,1666488334,10,0.3,900,3.013333333333333,1.6254366934594666,2.268295431628276,1.3964927109167509,1.2008322681429975,0.5493731420117536,0.27754861883367454,0.14831005653039225,0.09691353444360769,0.09327253426099587,0.5622474772279186
static,pos_const,1666488334,15,0.3,900,2.7844444444444445,1.5713342604375082,2.1278964670380924,1.3079850524839676,1.2849254425134113,0.52096661752113,0.28638171987487676,0.15141705424467464,0.07015681037834699,0.09918312256264022,0.6920797739309584
static,pos_const,1666488334,20,0.3,900,2.578888888888889,1.4889962647848416,2.0924409490785227,1.2790557373636182,1.3414938004446912,0.5024213284406672,0.2995339886378474,0.15231344020771892,0.049856842235486185,0.10537731399413552,0.786955490179292
static,pos_const,1666488334,25,0.3,900,2.4555555555555557,1.4107611114502154,2.0040837411447328,1.2023611842477822,1.3931125365491845,0.47385008360690845,0.3066001282797469,0.15178792586379442,0.03563288816144283,0.11158948738786896,0.85100229352726
static,pos_const,1666488334,30,0.3,900,2.3666666666666667,1.3576941236277533,1.93410697798254,1.1540086577827542,1.424469485879025,0.4606852836519195,0.31745217520106833,0.15656106266690104,0.02892747110436182,0.1103622428749681,0.8796068143680231
static,pos_const,1666488334,35,0.3,900,2.1633333333333336,1.269728754935916,1.908075225668163,1.104594806005721,1.45616650807934,0.4460889181055141,0.32226771135278454,0.15794143310819667,0.02398007415843009,0.11576374948173937,0.9011511538128145
static,pos_const,1666488334,40,0.3,900,2.0566666666666666,1.242805965010897,1.9093525068613624,1.0931203918804722,1.4813281281094992,0.43865200340040317,0.32358471914123976,0.1557872518216183,0.02107152416179384,0.1161595431372458,0.91326252512753
static,pos_const,1666488334,45,0.3,900,1.9377777777777778,1.142373530834209,1.9119325303569779,1.0701873514253268,1.500568540102281,0.413165719267364,0.3253626543054348,0.15245717985072493,0.020423165552127007,0.11686589288246604,0.9163277691284174
static,pos_const,1666488334,50,0.3,900,1.9288888888888889,1.1242028726014857,1.8988955501993958,1.0465062880317082,1.5099159232076242,0.3987942782993296,0.33315363788929225,0.15679477037827116,0.019475386698100238,0.11693209085000572,0.9200721422577254
static,pos_const,1666488334,55,0.3,900,1.8866666666666667,1.0885464314090296,1.9397810237082407,1.0621777139053872,1.5187646143728397,0.39371470367051453,0.3493356607447638,0.1592411595437647,0.018778322232218637,0.11854486988319524,0.923223168674545
static,pos_const,1666488334,60,0.3,900,1.8155555555555556,1.0324631939752527,1.965341409878533,1.0597600193343555,1.5212578749666248,0.386906500519475,0.3624592194614459,0.16150759326023414,0.016752670495281247,0.11835359405474485,0.9315640187714492
static,pos_const,1666488334,65,0.3,900,1.758888888888889,0.9595594410914075,1.9341213565311701,1.079589144069593,1.5292652877370159,0.3823475023970751,0.3678708170904592,0.1632039470409499,0.0171723509033539,0.11974100056516912,0.9300841169089824
static,pos_const,1666488334,70,0.3,900,1.7244444444444444,0.9508255022886529,1.9306532789226931,1.0862461032915245,1.5456074352363174,0.36706753757448135,0.3700445557704341,0.1613749152933978,0.01643207625785138,0.12070128546672856,0.9332659109743433
static,pos_const,1666488334,75,0.3,900,1.731111111111111,0.9326955492840742,1.855458058095179,1.0619506791938036,1.5513631089077948,0.35106745373604803,0.3713669934406964,0.16777400770362666,0.01631693766281815,0.12209525231136209,0.9342762145845789
static,pos_const,1666488334,80,0.3,900,1.7166666666666666,0.9072240933504552,1.8083503131537813,1.0352419955365293,1.5628059483574968,0.3380439445535701,0.38234258361134804,0.17143669297347627,0.015193109567114409,0.123664152488085,0.9392955522487643
static,pos_const,1666488334,85,0.3,900,1.6977777777777778,0.8955417699517958,1.7965611001443538,1.0451709915307674,1.569460756810521,0.3261103067586184,0.3947756246908956,0.17149335807282104,0.015313903019592377,0.12230996642728177,0.9381358933122417
static,pos_const,1666488334,90,0.3,900,1.6266666666666667,0.8195933951254936,1.7762484243913697,1.026199753354371,1.5759342395283225,0.3274993047618026,0.40419343891913356,0.17641930660795066,0.016242565062519757,0.12098628348566419,0.9341240477696975
static,pos_const,1666488334,95,0.3,900,1.6433333333333333,0.8383250496608633,1.753755430873133,1.0388738510800968,1.5807602973518198,0.3232132075630957,0.41113490022846416,0.17274247784961413,0.01658185298958175,0.11922557858220392,0.9323987075451685
static,pos_const,1666488334,100,0.3,900,1.6366666666666667,0.8314578896265417,1.720041179119416,1.0405890828044393,1.5908219458170416,0.3163086885154752,0.41582513281334993,0.1780657584403031,0.01579701014108022,0.11930763615083584,0.9356031772245829
static,pos_const,1666488334,105,0.3,900,1.6088888888888888,0.8180796544271556,1.6973251838391716,1.0535741599114818,1.592517023731381,0.31581099493920606,0.4224909882891246,0.179351451051103,0.014638307166496937,0.11948100719497755,0.940434872135764
static,pos_const,1666488334,110,0.3,900,1.5955555555555556,0.7949718529064915,1.6822041492707684,1.024171455965676,1.5876945591487732,0.3164825588989706,0.4204396832195715,0.1808462493713882,0.015564186411914049,0.11946977952313842,0.9365745931497514
static,pos_const,1666488334,115,0.3,900,1.5655555555555556,0.7710975022814505,1.676950712952664,1.016431805687409,1.5873133331774953,0.3207193295399017,0.4299409142234975,0.1782858598374366,0.01634228674174253,0.11587018089675112,0.9329249635966039
static,pos_const,1666488334,120,0.3,900,1.521111111111111,0.7443109333014656,1.6835018352597153,1.0105145834523246,1.5878732900260517,0.30815615700286625,0.43568743834757534,0.17774536719447406,0.016783956626694088,0.11585778335281505,0.9311906862264525
static,pos_const,1666488334,125,0.3,900,1.5144444444444445,0.7414791689755629,1.7181260440619832,1.0361860087317676,1.5921213059051211,0.30358085378265004,0.4421753880249477,0.17545637345034307,0.018246418078707114,0.11488258278809131,0.9248758707590459
static,pos_const,1666488334,130,0.3,900,1.4855555555555555,0.7171023654047837,1.7591484560190767,1.0364200354943305,1.5995651264279604,0.30100036086558196,0.44104502331539247,0.17446127061016037,0.018106505741676618,0.11528029092745427,0.9257770071640709
static,pos_const,1666488334,135,0.3,900,1.4855555555555555,0.6902593894264373,1.7152366863717687,1.033509482118958,1.6019267344205683,0.3092749407490406,0.45126954658641405,0.17762381439887856,0.017493273267627767,0.11515931076027593,0.9281846575195082
static,pos_const,1666488334,140,0.3,900,1.47,0.6816564791414775,1.7457484586618504,1.0493006566036995,1.610730609743208,0.30213715519829115,0.45387070265049273,0.17611484558579546,0.01725717923359664,0.11286705121198666,0.9289287991548528
