treatment,period,base_cost,sigma_noise,c_plast,evolvable_plastic,replicate,generation,population,mean_d,std_d,mean_plastic,std_plastic,maladaptation,trait_variance,trait_env_corr
moving,90,0.6,1.0,0.0,True,0,0,900,3.5122222222222224,1.6795718884272448,2.5024886291217747,1.4187197739377861,0.20806294732335345,0.08737109046012774,0.021251853423224682
moving,90,0.6,1.0,0.0,True,0,20,900,3.0188888888888887,1.4199682660338608,2.1029151863939366,1.4736992970631853,0.09601815053355435,0.10330415210632914,0.582071416161024
moving,90,0.6,1.0,0.0,True,0,40,900,2.902222222222222,1.2620070239087664,1.9560635463573397,1.3938184847796975,0.13260885574622638,0.0976130068942885,0.40741872288935704
moving,90,0.6,1.0,0.0,True,0,60,900,3.1044444444444443,1.2953687686962274,2.0325095608828874,1.3145620943745495,0.12490829444388624,0.10039509087376901,0.4485852261403671
moving,90,0.6,1.0,0.0,True,0,80,900,3.2333333333333334,1.1348029687032801,2.0868315952756933,1.2220092216236023,0.12713153856184006,0.10702537334925107,0.4536445111690395
moving,90,0.6,1.0,0.0,True,0,100,900,3.2377777777777776,1.2503846321812588,2.097051724826154,1.2631264895754828,0.12104892062078505,0.0978213803857769,0.46022832436193056
moving,90,0.6,1.0,0.0,True,0,120,900,2.9944444444444445,1.1170259234146032,1.711021096433107,1.3522133791793214,0.14201068882374596,0.08915492420134996,0.34200273503994577
moving,90,0.6,1.0,0.0,True,0,140,900,2.898888888888889,1.0676031768451595,1.2749448938417625,1.234098284606311,0.1242563498243622,0.09921205174227511,0.44962813374337335
moving,90,0.6,1.0,0.0,True,0,160,900,2.783333333333333,0.990370301116372,0.8991180750076905,1.016049508669929,0.13240189364837773,0.09625202727116679,0.4071732713453634
moving,90,0.6,1.0,0.0,True,0,180,900,2.6633333333333336,0.9146887752430088,0.74189923398555,0.8128073821596143,0.12652562208371942,0.10099927964198495,0.4433388321535514
moving,90,0.6,1.0,0.0,True,1,0,900,3.442222222222222,1.6812678931077762,2.4809952766183736,1.4187982163466097,0.21363312600952888,0.0807632913089695,-0.039019757883246325
moving,90,0.6,1.0,0.0,True,1,20,900,3.078888888888889,1.4092546843747227,2.318577687666771,1.5165053574427694,0.08358831209579759,0.09884999183228942,0.6312901705616052
moving,90,0.6,1.0,0.0,True,1,40,900,2.847777777777778,1.213876048749787,1.9771545320279738,1.5842703937534954,0.1258424234796437,0.10353657054711822,0.4542728461687868
moving,90,0.6,1.0,0.0,True,1,60,900,2.861111111111111,1.1183514101315426,2.0850125768411245,1.632501268331922,0.13625427650464753,0.10113229408054429,0.3997912336225428
moving,90,0.6,1.0,0.0,True,1,80,900,2.8655555555555554,1.0866524652559868,1.8285503082462855,1.483487497743364,0.1296107798599333,0.08939445297179964,0.40147675152439194
moving,90,0.6,1.0,0.0,True,1,100,900,3.12,1.0806582356241135,1.220158893430308,1.142264664872087,0.1284914311645249,0.09567703424705536,0.4226662640362914
moving,90,0.6,1.0,0.0,True,1,120,900,3.1155555555555554,1.088312772762511,1.0186635815359286,0.978042879488421,0.12177200569173771,0.09611428238352826,0.45452474714549806
moving,90,0.6,1.0,0.0,True,1,140,900,2.9522222222222223,1.0082688990738067,1.0261594449178446,1.0998123607529797,0.12825077653472575,0.10326949494565225,0.4403199724582722
moving,90,0.6,1.0,0.0,True,1,160,900,2.747777777777778,0.8792329709945769,0.9525496535851111,0.9847880242063292,0.13194043963580798,0.11126062127628275,0.4440867331125424
moving,90,0.6,1.0,0.0,True,1,180,900,2.6866666666666665,0.8651525234829341,0.9214113021708136,0.9224557936208734,0.13566264067116626,0.10004333487496271,0.39965990373832777
moving,90,0.6,1.0,0.0,True,2,0,900,3.46,1.7060545777384208,2.501545641934506,1.4287837191467414,0.2095448693234285,0.08225476832034603,-0.011272410146262478
moving,90,0.6,1.0,0.0,True,2,20,900,3.0944444444444446,1.4130236383263854,2.3346421672310234,1.454480883961387,0.100649203792012,0.09369628646489266,0.5486014271629663
moving,90,0.6,1.0,0.0,True,2,40,900,2.968888888888889,1.35938257589772,1.9503226493814814,1.3593646186635984,0.12412224519008523,0.10815397380490102,0.46907369764798046
moving,90,0.6,1.0,0.0,True,2,60,900,3.057777777777778,1.299143117407075,1.6837887525794166,1.2210140744310156,0.1377359415083465,0.09833082894676738,0.38616804095133817
moving,90,0.6,1.0,0.0,True,2,80,900,3.0555555555555554,1.1151592921702174,1.361807810621233,1.177501013035037,0.1354672707717016,0.09151570931666422,0.381750823904094
moving,90,0.6,1.0,0.0,True,2,100,900,3.0244444444444443,1.0184204666607894,1.1645110170229296,1.0884180047128895,0.13218522534231944,0.08123905531445849,0.3711642946729976
moving,90,0.6,1.0,0.0,True,2,120,900,2.831111111111111,0.8796014810310967,1.0241918347628232,0.9989609471893437,0.12708909415825248,0.07361141730342609,0.3756517781612753
moving,90,0.6,1.0,0.0,True,2,140,900,2.816666666666667,0.8237785570838265,1.0247952610920321,1.0803342952913415,0.1262807392250409,0.08495361174487648,0.4074270531500991
moving,90,0.6,1.0,0.0,True,2,160,900,2.8,0.7972173828734265,1.0258510440487405,1.1480054247370206,0.12676176276370027,0.09870106790355548,0.4363758418851116
moving,90,0.6,1.0,0.0,True,2,180,900,2.847777777777778,0.7775642564055438,0.8360377238804442,1.0624627682375007,0.12160278077203822,0.10239263859991493,0.46777742314073495
moving,90,0.6,1.0,0.0,True,3,0,900,3.578888888888889,1.687008821978148,2.528095314036438,1.4444458737571697,0.20867679214416315,0.08330859551170174,-0.0015917114089540661
moving,90,0.6,1.0,0.0,True,3,20,900,2.9144444444444444,1.5093825898257658,2.133110359513212,1.4866543779554073,0.09088154701380306,0.10086961411799636,0.6015853652699437
moving,90,0.6,1.0,0.0,True,3,40,900,2.55,1.2077297342994877,1.856598738210291,1.4244783929470892,0.13567597562261982,0.1024246729905981,0.4054279136505263
moving,90,0.6,1.0,0.0,True,3,60,900,2.692222222222222,1.2173493772014834,1.6789214722048824,1.3566054951607267,0.12536710100088005,0.11116141976785231,0.4700889673284618
moving,90,0.6,1.0,0.0,True,3,80,900,2.7911111111111113,1.255533923117478,1.4771759138207168,1.2790056451048926,0.133677454647925,0.09946735133038932,0.40728113035495384
moving,90,0.6,1.0,0.0,True,3,100,900,2.7222222222222223,1.1472457624703492,1.5515222699299147,1.3622091040336393,0.13159627764760776,0.09253545741352423,0.3995456925218181
moving,90,0.6,1.0,0.0,True,3,120,900,2.5766666666666667,1.1043902289398335,1.5488343077733255,1.3615324861347124,0.12881355191242919,0.08766658177361557,0.4005284162955406
moving,90,0.6,1.0,0.0,True,3,140,900,2.5544444444444445,1.0553210265771276,1.4776308048164732,1.3825473223349973,0.13175094410107374,0.08873232673929866,0.39091789311994496
moving,90,0.6,1.0,0.0,True,3,160,900,2.6333333333333333,1.0703062905334881,1.3802484583074401,1.4038142635256416,0.12856271261857596,0.09613311547265464,0.4264171830741023
moving,90,0.6,1.0,0.0,True,3,180,900,2.5844444444444443,0.9229073760087508,1.1364491862752906,1.312436508887304,0.14579175383377996,0.09644957447670212,0.347573259685748
moving,90,0.6,0.0,0.05,True,0,0,900,3.513333333333333,1.7071223350031675,2.5461095187828424,1.4456279460516246,0.2165375705241739,0.08228844392814318,-0.04454813919586334
moving,90,0.6,0.0,0.05,True,0,20,900,2.933333333333333,1.4352700094407325,2.308190957825949,1.2641105069801146,0.0912921729439354,0.10496859127040829,0.6062326882436514
moving,90,0.6,0.0,0.05,True,0,40,900,2.513333333333333,1.2141938340589062,2.1284780941460144,1.2182448870772251,0.1272506330335505,0.09661958968359408,0.4295234603660067
moving,90,0.6,0.0,0.05,True,0,60,900,2.4766666666666666,0.9778150245430994,1.8238297810320536,1.222180051904147,0.12963738003149256,0.09391660997946787,0.4121730340448373
moving,90,0.6,0.0,0.05,True,0,80,900,2.65,0.852936105461599,1.2381852427276236,1.133163873831081,0.13702830310145375,0.09257841647297438,0.37439244841334773
moving,90,0.6,0.0,0.05,True,0,100,900,2.818888888888889,0.7582720772980347,1.0427489861448533,0.9580636572235132,0.13463753279712878,0.09438686574044457,0.3945935271520303
moving,90,0.6,0.0,0.05,True,0,120,900,2.9766666666666666,0.738248678367331,0.833236798590455,0.7363833102991209,0.13106533632641917,0.09606114320474726,0.4141526456195864
moving,90,0.6,0.0,0.05,True,0,140,900,2.9988888888888887,0.7579203189495207,0.7584587737980786,0.5790081153728174,0.13619444105650366,0.0917990470857167,0.3777719698561577
moving,90,0.6,0.0,0.05,True,0,160,900,2.7911111111111113,0.7308510175655112,0.7970083255277645,0.5872060107122354,0.12266396981493433,0.08827598904044054,0.4335310752472698
moving,90,0.6,0.0,0.05,True,0,180,900,2.7155555555555555,0.6659848365159193,0.8921620830755943,0.6360608276642777,0.12909977578265083,0.0881987279775621,0.40059612800339867
moving,90,0.6,0.0,0.05,True,1,0,900,3.5188888888888887,1.6494709215344339,2.5415573336144295,1.450457823358214,0.21445284403989617,0.0818495825955727,-0.037553927719616326
moving,90,0.6,0.0,0.05,True,1,20,900,3.03,1.3953056216391369,2.007247631426413,1.4438567341998187,0.0831730873322589,0.10438814114146475,0.6402643892833662
moving,90,0.6,0.0,0.05,True,1,40,900,2.8855555555555554,1.1240859112196313,1.427621660006553,1.1970466499937886,0.13238160112809635,0.10167728772301168,0.4183815535706465
moving,90,0.6,0.0,0.05,True,1,60,900,2.8344444444444443,1.0123307662256014,1.1054625584051296,0.9867099903882027,0.13210028072960997,0.08525804750699825,0.3801161300540842
moving,90,0.6,0.0,0.05,True,1,80,900,2.6844444444444444,0.9924057314437826,0.7996007453306214,0.6752048435476414,0.12126939708984708,0.07319545310558302,0.40780556146640884
moving,90,0.6,0.0,0.05,True,1,100,900,2.597777777777778,0.960552824364731,0.7428274619481782,0.5561496598928258,0.13453724671368666,0.09105947619986172,0.3826586954206152
moving,90,0.6,0.0,0.05,True,1,120,900,2.6555555555555554,0.8558441071845205,0.5969193103653136,0.5161692319890369,0.13278288748255013,0.09672209590145574,0.4044488117984522
moving,90,0.6,0.0,0.05,True,1,140,900,2.701111111111111,0.8155426883635276,0.5143623911336848,0.47650136563367984,0.1354779524717098,0.10862350180287773,0.42118191637081087
moving,90,0.6,0.0,0.05,True,1,160,900,2.688888888888889,0.8646700648152764,0.5055353709636892,0.4181373096929902,0.1407864675843138,0.09985738715105531,0.3767449551653936
moving,90,0.6,0.0,0.05,True,1,180,900,2.6,0.8246211251235321,0.4467372646194458,0.3792739781283077,0.13473032910000415,0.09838970516301605,0.39995639879706746
moving,90,0.6,0.0,0.05,True,2,0,900,3.566666666666667,1.705220741657155,2.489926996797006,1.4521313179808917,0.21556734376385597,0.08299830311641478,-0.03605975836792886
moving,90,0.6,0.0,0.05,True,2,20,900,2.7866666666666666,1.427912228861891,2.1757810354384612,1.4288073669531622,0.0924718631139227,0.10340971061222846,0.5981397654524087
moving,90,0.6,0.0,0.05,True,2,40,900,2.4988888888888887,1.2124350561708854,1.7713152437669264,1.451233923748783,0.11769974432448951,0.1059034167180449,0.49198713955567075
moving,90,0.6,0.0,0.05,True,2,60,900,2.683333333333333,1.0968388922515264,1.460699239365644,1.425851668687826,0.14238824060348557,0.1051803943218435,0.3828277218019262
moving,90,0.6,0.0,0.05,True,2,80,900,2.6466666666666665,0.9089921158440633,1.3168897079811472,1.2713844175106501,0.12649662976224296,0.1113046105058629,0.465773310975673
moving,90,0.6,0.0,0.05,True,2,100,900,2.658888888888889,0.7875975346223539,1.4176659519751074,1.3159519348219368,0.14235264578433668,0.11475851658765761,0.4074080490895371
moving,90,0.6,0.0,0.05,True,2,120,900,2.678888888888889,0.8525770664995557,1.0987242083996915,1.0828742200744277,0.13059642757499715,0.10438022624261004,0.43330012561576736
moving,90,0.6,0.0,0.05,True,2,140,900,2.8144444444444443,0.8550582970523266,0.7978937937609379,0.7764163848637762,0.13045265564135472,0.09353556569483208,0.40754231937632307
moving,90,0.6,0.0,0.05,True,2,160,900,2.5722222222222224,0.9299376057657223,0.7324689900015988,0.6962416730852193,0.1241700688024687,0.08686165161187037,0.4208538295608264
moving,90,0.6,0.0,0.05,True,2,180,900,2.506666666666667,0.8862906470854305,0.7280743097945589,0.6735146244321827,0.1224877924948726,0.09794069439917208,0.45435947695985895
moving,90,0.6,0.0,0.05,True,3,0,900,3.48,1.7444005656194146,2.4451418213601714,1.4463072150585254,0.19793412253014436,0.08496481877335034,0.05839986203306838
moving,90,0.6,0.0,0.05,True,3,20,900,2.61,1.411110673665724,2.287872952737909,1.4358131943664612,0.09651658610261535,0.10053241670012451,0.5794861483209588
moving,90,0.6,0.0,0.05,True,3,40,900,2.4066666666666667,1.189378922893046,1.763499756186296,1.2518778053908923,0.12386945879280571,0.10200462205028003,0.4576131148421079
moving,90,0.6,0.0,0.05,True,3,60,900,2.2822222222222224,0.9799748044128229,1.3800103517366904,1.0069460405158008,0.13551866364887838,0.09982281455570721,0.3999381638609192
moving,90,0.6,0.0,0.05,True,3,80,900,2.3144444444444443,0.9030886644192081,1.2901943409057737,0.8771112161778013,0.1420495504510773,0.10548871930327211,0.3861870375938015
moving,90,0.6,0.0,0.05,True,3,100,900,2.408888888888889,0.9003264154299748,1.0001939154013086,0.6743883971229159,0.13153214275478808,0.11050398586157377,0.4452834890754448
moving,90,0.6,0.0,0.05,True,3,120,900,2.4788888888888887,0.9687327855897844,0.8757271914641103,0.7192018577510407,0.1344631011488279,0.10989762991441192,0.4286708294709044
moving,90,0.6,0.0,0.05,True,3,140,900,2.4411111111111112,0.9212786337409841,0.9204398460012536,0.782660131023356,0.1405366772799175,0.09947083668619851,0.3776510579342602
moving,90,0.6,0.0,0.05,True,3,160,900,2.3744444444444444,0.76653058373588,0.8739113155715199,0.6294096060583211,0.13311974615212363,0.10358972742311932,0.4219389708790611
moving,90,0.6,0.0,0.05,True,3,180,900,2.4033333333333333,0.7707067463626414,0.8242155137325277,0.6099039800767468,0.1361957220612338,0.09941316225826362,0.39632913548148263
moving,90,0.6,0.0,0.1,True,0,0,900,3.542222222222222,1.6916118400164828,2.4693340725792217,1.4276409921371334,0.1975534181402156,0.08206284912122958,0.047170391285274206
moving,90,0.6,0.0,0.1,True,0,20,900,2.7822222222222224,1.5119213514067147,2.0531227204999776,1.2987172173291441,0.09069623331860975,0.11285425718948582,0.6195766907509049
moving,90,0.6,0.0,0.1,True,0,40,900,2.51,1.3084808833996096,1.8007569199149813,1.1424977113703274,0.12797218379095296,0.11883912380960472,0.475828453776831
moving,90,0.6,0.0,0.1,True,0,60,900,2.688888888888889,1.101962334952661,1.6414865128449032,1.0386525866206724,0.15581697362187721,0.11514679254004152,0.35430603411005257
moving,90,0.6,0.0,0.1,True,0,80,900,2.801111111111111,1.0869932479034332,1.5680688811826307,0.9480242527013663,0.13631471445933913,0.11904130571444385,0.44256888105067854
moving,90,0.6,0.0,0.1,True,0,100,900,2.79,1.0673487402594024,1.5596606190439546,0.9893083497943838,0.12395092113324507,0.11600317118767292,0.4862324673390822
moving,90,0.6,0.0,0.1,True,0,120,900,2.4922222222222223,0.9445431320988268,1.346385057403715,0.8789343934327786,0.12957557310321435,0.10071658222449328,0.42885706550853014
moving,90,0.6,0.0,0.1,True,0,140,900,2.3433333333333333,0.8034024866500947,1.1671530902985832,0.8944900813895514,0.13474654973743153,0.10034840963653845,0.40456098597473356
moving,90,0.6,0.0,0.1,True,0,160,900,2.408888888888889,0.8256505104655957,1.0138452458703862,0.8023956555969403,0.14281137118821163,0.10402788468884067,0.3809436920211069
moving,90,0.6,0.0,0.1,True,0,180,900,2.398888888888889,0.8149975384345165,1.0217310886665512,0.7632906376346824,0.13400526623366343,0.09766955825392888,0.4034140033073488
moving,90,0.6,0.0,0.1,True,1,0,900,3.52,1.6920204884496328,2.5117661516344127,1.441981849082057,0.20118074812220293,0.08398920081843145,0.03818237669721766
moving,90,0.6,0.0,0.1,True,1,20,900,2.9144444444444444,1.5407113156022096,1.9092189965555315,1.3384192351392072,0.09549600702997582,0.0993894643568335,0.5788740645375
moving,90,0.6,0.0,0.1,True,1,40,900,2.77,1.3463489724271176,1.5104810655315846,1.2323492416681843,0.13396421827830776,0.10144995453520499,0.4121598915182999
moving,90,0.6,0.0,0.1,True,1,60,900,2.7866666666666666,1.193984924527944,1.274637391910673,1.0493676160740775,0.12734543117362018,0.09702222459594237,0.4314778098788952
moving,90,0.6,0.0,0.1,True,1,80,900,2.7333333333333334,0.967241208569794,1.2713983790618366,0.9901283779418014,0.13390045473542522,0.08732841693368949,0.37751111364137524
moving,90,0.6,0.0,0.1,True,1,100,900,2.732222222222222,0.9732337594932082,1.1679452527621526,0.8664606294111173,0.127991457773439,0.0832642647844519,0.3942276731400977
moving,90,0.6,0.0,0.1,True,1,120,900,2.621111111111111,0.9415111310422959,0.9561477647340358,0.7103203602302458,0.12297036487825481,0.08212745969216326,0.4153200202861761
moving,90,0.6,0.0,0.1,True,1,140,900,2.4744444444444444,0.873315662812468,0.7646419486912408,0.5915740845027275,0.12871979829512467,0.07872916853861744,0.3783226627442826
moving,90,0.6,0.0,0.1,True,1,160,900,2.4833333333333334,0.8371578903249574,0.7869001230098267,0.5716384017526684,0.12901897974165824,0.08585035046595976,0.39511418553282446
moving,90,0.6,0.0,0.1,True,1,180,900,2.43,0.81825695502357,0.694451885774829,0.5102933992049331,0.12970258543908553,0.09762005612061421,0.4207061158207484
moving,90,0.6,0.0,0.1,True,2,0,900,3.5244444444444443,1.6886754251063243,2.5213135465902217,1.4126908693528875,0.21437219318067852,0.08722410091301329,-0.01026433882269921
moving,90,0.6,0.0,0.1,True,2,20,900,3.04,1.4370339824327978,2.244629757366641,1.4078917806456912,0.08675309373721642,0.11416410389297027,0.6379288232916319
moving,90,0.6,0.0,0.1,True,2,40,900,2.638888888888889,1.070637862257246,1.6118857830145277,1.2743375543326316,0.12576735231390704,0.09637044295748029,0.4355410407617707
moving,90,0.6,0.0,0.1,True,2,60,900,2.471111111111111,1.0232024285919885,1.1645553663612476,0.9907803525448174,0.12342695783375048,0.08778527753940159,0.4265198197313641
moving,90,0.6,0.0,0.1,True,2,80,900,2.638888888888889,1.019607162309141,0.8655346609518425,0.8213081712231851,0.13270419982935147,0.09148927964966207,0.3966639535946521
moving,90,0.6,0.0,0.1,True,2,100,900,2.698888888888889,0.9389112423374503,0.6558289841179625,0.6639623456446232,0.12591359745721603,0.09649942481312442,0.4356700142648693
moving,90,0.6,0.0,0.1,True,2,120,900,2.6422222222222222,0.8646100955251163,0.5399875179969128,0.5614079293096863,0.12384803108600302,0.10122377185078894,0.45528597368759344
moving,90,0.6,0.0,0.1,True,2,140,900,2.448888888888889,0.7934796005841674,0.6022270414497213,0.567123567139157,0.13957612537299327,0.1026463612668103,0.3887839815572082
moving,90,0.6,0.0,0.1,True,2,160,900,2.352222222222222,0.7883495809147076,0.576673978237384,0.51130285233982,0.13522784090810838,0.0975529514472737,0.3954378612595861
moving,90,0.6,0.0,0.1,True,2,180,900,2.2044444444444444,0.6602880030059461,0.5880921645378303,0.4780126018024872,0.13436915380123787,0.09507283333461834,0.3930984367300195
moving,90,0.6,0.0,0.1,True,3,0,900,3.5,1.7298040993772164,2.497870343401939,1.4706719591297832,0.19893181174685282,0.08243964696113118,0.042177082322562676
moving,90,0.6,0.0,0.1,True,3,20,900,2.758888888888889,1.406603035246772,2.0145005554701427,1.4536516952967993,0.0953644061716385,0.0999800490212792,0.5797182661382595
moving,90,0.6,0.0,0.1,True,3,40,900,2.4544444444444444,1.139752518079752,1.6713370074303835,1.2034046434706922,0.12245254114262975,0.10420948006394631,0.4680481324953048
moving,90,0.6,0.0,0.1,True,3,60,900,2.36,1.000755270338913,1.3884654579411295,1.090192681480619,0.12403760190081199,0.10007919956060736,0.45170263334379623
moving,90,0.6,0.0,0.1,True,3,80,900,2.4166666666666665,0.8748015648007139,1.1295364492853268,1.0020355080499572,0.13355652324966186,0.09250147987879787,0.39088221319691613
moving,90,0.6,0.0,0.1,True,3,100,900,2.517777777777778,0.787905490352996,0.9469059967735225,0.8976806683403321,0.12820179551495417,0.0944162017784622,0.4205191125988746
moving,90,0.6,0.0,0.1,True,3,120,900,2.5522222222222224,0.7367688885001378,0.8007382139976051,0.7256983268611403,0.13308292212624395,0.10017449213387106,0.41198331462241594
moving,90,0.6,0.0,0.1,True,3,140,900,2.4988888888888887,0.7125844112874463,0.7183438731319117,0.6538524561531848,0.13750267096518318,0.11046417423858944,0.41710497967999666
moving,90,0.6,0.0,0.1,True,3,160,900,2.488888888888889,0.7156107639157608,0.6464425710619708,0.6402501164323824,0.12623611244960825,0.10348196191104525,0.4497370754940592
moving,90,0.6,0.0,0.1,True,3,180,900,2.502222222222222,0.7078885313659956,0.5884148270406913,0.5803489257896008,0.13788602105652506,0.09680169107005396,0.38265480829022286
moving,90,0.6,0.0,0.2,True,0,0,900,3.551111111111111,1.7090116990981428,2.4605886002880517,1.4642639982332006,0.2104302971182963,0.08066480623164199,-0.02247458172321458
moving,90,0.6,0.0,0.2,True,0,20,900,3.0211111111111113,1.5328256003171574,1.5454832580647277,1.2514969397353042,0.09042128491049002,0.09081471402745403,0.589191640794188
moving,90,0.6,0.0,0.2,True,0,40,900,2.7311111111111113,1.1930022300849459,1.1441607032295427,1.0231936487240487,0.125725574007862,0.09745465459588773,0.4386411098068365
moving,90,0.6,0.0,0.2,True,0,60,900,2.9677777777777776,1.1860604985298344,0.8893106572364026,0.8301781990745389,0.1368973410490781,0.08369306021144063,0.3510046137180566
moving,90,0.6,0.0,0.2,True,0,80,900,3.0655555555555556,1.0672562028253272,0.6042751511093434,0.5730061092055914,0.13632938001393505,0.08231552169366425,0.35045687542004056
moving,90,0.6,0.0,0.2,True,0,100,900,2.847777777777778,1.0100305581491391,0.5622464803754242,0.5965353634619512,0.1274448169966515,0.08111401031660423,0.3914872574976073
moving,90,0.6,0.0,0.2,True,0,120,900,2.5588888888888888,0.8614450965215297,0.4774114678902741,0.4822051295599477,0.1260466270522785,0.09237532166762062,0.4250544433616295
moving,90,0.6,0.0,0.2,True,0,140,900,2.453333333333333,0.8253214861831452,0.4848222516957259,0.4477312261022676,0.13808417059916875,0.0922204604345073,0.36853395963537033
moving,90,0.6,0.0,0.2,True,0,160,900,2.4944444444444445,0.8293050787136463,0.4990313062495346,0.39843608461757024,0.13821504944070231,0.09542618191493556,0.37653502584267756
moving,90,0.6,0.0,0.2,True,0,180,900,2.4066666666666667,0.8479779871356724,0.5098321237440131,0.4023011380879589,0.14070395233095226,0.08989875901342569,0.3510045946362887
moving,90,0.6,0.0,0.2,True,1,0,900,3.641111111111111,1.7143443479096832,2.429169496504513,1.4838559765614363,0.21198917344388754,0.08276882128508793,-0.020703229259844056
moving,90,0.6,0.0,0.2,True,1,20,900,3.12,1.4372195378577344,1.5886472189161258,1.281525983020788,0.10285865912653087,0.09520843586565923,0.5383949040202252
moving,90,0.6,0.0,0.2,True,1,40,900,2.758888888888889,1.1287549133097883,1.091926250495645,0.9858447815209496,0.13202750648789005,0.09457672558718994,0.4032828818147527
moving,90,0.6,0.0,0.2,True,1,60,900,2.761111111111111,1.0130475961665204,0.7869158651031741,0.7139167394618496,0.12266656141414338,0.10259277283139824,0.46384131066145784
moving,90,0.6,0.0,0.2,True,1,80,900,2.7944444444444443,0.924344946568603,0.6764670224961613,0.5526614145145173,0.13414939516921165,0.10767921869395798,0.42576099050065863
moving,90,0.6,0.0,0.2,True,1,100,900,2.862222222222222,0.8862627874366957,0.6765792133655483,0.5141563986576246,0.12746227577763336,0.09706465377904142,0.43158736429781597
moving,90,0.6,0.0,0.2,True,1,120,900,2.707777777777778,0.8407308695782072,0.6375300996513786,0.5172557084833086,0.13134739918596997,0.09554488188412162,0.40831859046782343
moving,90,0.6,0.0,0.2,True,1,140,900,2.531111111111111,0.8420404377257853,0.5821458201979725,0.5008918561793692,0.12862172824286472,0.09167447148509762,0.4119561746492607
moving,90,0.6,0.0,0.2,True,1,160,900,2.408888888888889,0.7828217399531071,0.6115017513370684,0.5184745007287506,0.1334795501318419,0.08737858560424308,0.3780588267174914
moving,90,0.6,0.0,0.2,True,1,180,900,2.5211111111111113,0.7948437225076868,0.5999169660715211,0.5094509313473908,0.1315108896356058,0.09483065877589013,0.4076174395511614
moving,90,0.6,0.0,0.2,True,2,0,900,3.5244444444444443,1.706999388863466,2.5588287987776344,1.4660800601882442,0.20264793124154895,0.08388659468154604,0.030489409196738513
moving,90,0.6,0.0,0.2,True,2,20,900,2.7733333333333334,1.4452066365133471,1.8537683807493621,1.431815397471894,0.08753096053990106,0.10929549174037534,0.627823476207198
moving,90,0.6,0.0,0.2,True,2,40,900,2.408888888888889,1.108316485530539,1.1878189387599483,1.1083392593415495,0.13798207832972148,0.106775997280268,0.40599268712962455
moving,90,0.6,0.0,0.2,True,2,60,900,2.3666666666666667,0.9516068282413465,0.7447222155604616,0.7493453347399093,0.1413154161708649,0.0870462695715593,0.3390862341054115
moving,90,0.6,0.0,0.2,True,2,80,900,2.421111111111111,0.8662812533332019,0.5133930308310213,0.4986244303618025,0.14007317375474593,0.07811738922458913,0.3190371285339138
moving,90,0.6,0.0,0.2,True,2,100,900,2.4122222222222223,0.8179008059630837,0.5080046659823101,0.49592227062848976,0.13253940915043505,0.08348721792207475,0.37285379941850816
moving,90,0.6,0.0,0.2,True,2,120,900,2.5944444444444446,0.8608601784921754,0.502950088793779,0.4687140863814326,0.13122540972803012,0.09549768708753693,0.4116830984379094
moving,90,0.6,0.0,0.2,True,2,140,900,2.672222222222222,0.7862043525385861,0.3857983124695001,0.37911659464675407,0.1264769464086656,0.10339044709068641,0.448922795407995
moving,90,0.6,0.0,0.2,True,2,160,900,2.63,0.8040107793638922,0.3557510746263786,0.3443619409966345,0.14105355069976477,0.09580212821624988,0.3643845607388802
moving,90,0.6,0.0,0.2,True,2,180,900,2.551111111111111,0.7892675147733773,0.3417509256019467,0.30270202245416944,0.1290262981167425,0.09099330282838904,0.4078457714565373
moving,90,0.6,0.0,0.2,True,3,0,900,3.4655555555555555,1.6699741256219853,2.5065267380074974,1.3922673343983991,0.18356793352577588,0.08056657266274685,0.10993467047320776
moving,90,0.6,0.0,0.2,True,3,20,900,2.7088888888888887,1.3863336494705454,1.6648134631815765,1.284889704312964,0.09152497490627338,0.0963211336980815,0.5919571123073945
moving,90,0.6,0.0,0.2,True,3,40,900,2.438888888888889,1.1612440115328853,1.0551064387919686,0.9569728013483562,0.1424549589970507,0.0906459270167208,0.34379771831665423
moving,90,0.6,0.0,0.2,True,3,60,900,2.6166666666666667,1.0502645169458766,0.9521342496718261,0.8994553072400321,0.12831875416000854,0.09260364985611602,0.41585096828091084
moving,90,0.6,0.0,0.2,True,3,80,900,2.6744444444444446,0.99532921534213,0.8000198694157196,0.7756229043798722,0.1442839473800111,0.09634195864620057,0.35129509805370185
moving,90,0.6,0.0,0.2,True,3,100,900,2.718888888888889,0.9614103580382364,0.6778832197399043,0.68399147104209,0.14122301282779573,0.092785325295539,0.3576377063462604
moving,90,0.6,0.0,0.2,True,3,120,900,2.6566666666666667,0.8710848918956687,0.6590398009530369,0.5980716348272066,0.12129457070838649,0.09031234640131683,0.4424464321917591
moving,90,0.6,0.0,0.2,True,3,140,900,2.63,0.8081460264085941,0.5866668588649548,0.5196352255179936,0.13309039561805142,0.09011792627934977,0.3909980697415718
moving,90,0.6,0.0,0.2,True,3,160,900,2.531111111111111,0.8165842739994507,0.4747193101273893,0.39202285001297665,0.12239502770567706,0.08991853739591463,0.43895484898303944
moving,90,0.6,0.0,0.2,True,3,180,900,2.4955555555555557,0.8006818082263961,0.4130636205692629,0.36833521181447837,0.12879247019876916,0.08790859057781047,0.40215017135006703
