A,sigma_e,rho,replicate,generation,population,active,bank,mean_z,std_z,mean_d,mean_h,maladaptation
0.75,0.0,0.8,1,100,2552,585,1967,0.3788219374231004,0.421455497939666,4.752136752136752,0.5090476661888547,0.1465321688344369
0.75,0.4,0.0,0,0,300,300,0,0.4837497425356783,0.2909422040932314,2.8833333333333333,0.4764990996329994,0.25810224778306373
0.75,0.4,0.0,0,10,1430,542,888,0.7850003724598679,0.273090997065201,3.3653136531365315,0.17134886101358796,0.24491740709234655
0.75,0.4,0.0,0,20,2046,571,1475,0.42334279892377547,0.3922162938616631,2.5726795096322244,0.25893584757100135,0.19880935120668256
0.75,0.4,0.0,0,30,2420,589,1831,0.46612592374129685,0.4184811725595074,2.6129032258064515,0.3865906434714835,0.13891374991875297
0.75,0.4,0.0,0,40,2467,543,1924,0.5197252065668099,0.4065817141906407,2.758747697974217,0.4563311221259636,0.20357439887079687
0.75,0.4,0.0,0,50,2574,586,1988,0.545360783582207,0.4103652743650107,3.0648464163822524,0.4562016121707482,0.2164662609340141
0.75,0.4,0.0,0,60,2581,588,1993,0.5944431431301619,0.40460386656085195,3.0187074829931975,0.48340025033164474,0.15408958317675614
0.75,0.4,0.0,0,70,2557,576,1981,0.5891149593203923,0.4027535475228454,3.1163194444444446,0.49594479515692885,0.17133418113559448
0.75,0.4,0.0,0,80,2588,588,2000,0.43445257850669283,0.4047758521787076,3.0901360544217686,0.501175184320322,0.16683705747571914
0.75,0.4,0.0,0,90,2568,592,1976,0.42972430267087386,0.38405734278721776,3.2195945945945947,0.516490646630939,0.09385573855643543
0.75,0.4,0.0,0,100,2551,573,1978,0.46918014062848296,0.4065419748593237,3.169284467713787,0.5298420653857592,0.15251028619450796
0.75,0.4,0.0,1,0,300,300,0,0.5161306004552498,0.29742028685721833,2.9233333333333333,0.52670036028499,0.2685119078970686
0.75,0.4,0.0,1,10,1528,554,974,0.4692620619958021,0.30321730370558136,2.8050541516245486,0.198378427498912,0.1785642969760605
0.75,0.4,0.0,1,20,2100,583,1517,0.4298285337552114,0.40389246346781565,2.8507718696397943,0.26491083914980185,0.14970678140400143
0.75,0.4,0.0,1,30,2349,586,1763,0.46208606578790173,0.3923368854122058,2.8703071672354947,0.3852474191418448,0.16097643746211784
0.75,0.4,0.0,1,40,2502,565,1937,0.4468554418086574,0.38820159737815163,3.106194690265487,0.436667880400308,0.21647116072966713
0.75,0.4,0.0,1,50,2567,578,1989,0.5449948274772994,0.3975757542884445,3.102076124567474,0.4525531511366575,0.14234311338994057
0.75,0.4,0.0,1,60,2569,588,1981,0.6148713326335545,0.4103282251575077,3.173469387755102,0.45876910160868756,0.12456255236272325
0.75,0.4,0.0,1,70,2559,572,1987,0.6598171460013851,0.3849083633625547,3.11013986013986,0.4569265069479091,0.17807025892633993
0.75,0.4,0.0,1,80,2572,587,1985,0.5173544421046143,0.39947275052468423,3.0357751277683134,0.4588263800819889,0.16066606785529303
0.75,0.4,0.0,1,90,2574,587,1987,0.4957648296898097,0.40387408613991665,3.057921635434412,0.4517454898238392,0.1457540012507093
0.75,0.4,0.0,1,100,2561,575,1986,0.45061597060953473,0.3807024603623473,3.1252173913043477,0.445572150626567,0.12081129227507283
0.75,0.4,0.8,0,0,300,300,0,0.49439829281923703,0.28622665353758603,2.9233333333333333,0.5153771714887052,0.2764645292794674
0.75,0.4,0.8,0,10,1682,587,1095,0.6102416029778974,0.3415894797881021,2.9284497444633732,0.23493936138017782,0.12802422292320004
0.75,0.4,0.8,0,20,2206,578,1628,0.5262047953440573,0.42400380949471095,3.1193771626297577,0.3347428708246709,0.09085502461300755
