r,epsilon,coarse_score,domain_wall_density,mean_wall_velocity,lag5_similarity,lag10_similarity,lag20_similarity,lag50_similarity,motif_simpson,motif_entropy,motif_count,mean_cluster_lifetime,max_cluster_lifetime
3.55,0.0833333333333333,0.1445284738640327,0.4666666666666667,0.1265656225071342,0.15630252100840336,0.8437570621468925,0.9979166666666668,0.8437575757575757,0.026412760416666667,5.662031938532013,64,1.0978956999085088,3.0
3.6,0.0833333333333333,0.0747581290101895,0.477,0.3365685116037947,0.1538375350140056,0.8461299435028248,0.9525287356321838,0.8459848484848485,0.019343474151234566,5.838350800251439,64,1.0782368454100213,3.0
3.7,0.0833333333333333,0.0590046868074217,0.47358333333333336,0.5101032204719402,0.2496218487394958,0.7843785310734464,0.8749712643678161,0.7916515151515151,0.022997018132716048,5.673069146224699,64,1.1996200394033212,34.0
3.65,0.0833333333333333,0.0380507431584831,0.48794444444444446,0.5947053680832831,0.24460784313725492,0.7571610169491525,0.9367528735632182,0.7628939393939395,0.022217753472222223,5.694031657525652,64,1.1949659863945579,113.0
3.6,0.0,0.0320061217472939,0.45313888888888887,0.771011437551744,0.27210084033613446,0.7613135593220338,0.7989798850574712,0.8043181818181818,0.025065927854938275,5.648285709600368,64,1.1405299587499127,16.0
3.8,0.0833333333333333,0.0274500042935806,0.7175833333333334,0.4246326587280281,0.2504621848739496,0.7751977401129944,0.8391379310344829,0.8213181818181818,0.07125447685185185,4.347319471741839,57,1.1112401600206478,13.0
4.0,0.1666666666666666,0.0253729951696357,0.8178055555555556,0.1669789811096715,0.15609243697478992,0.8537994350282486,0.9560488505747127,0.8503333333333334,0.15033339236111115,3.66673219084252,64,1.0828276141086468,9.0
3.9,0.0,0.0239256712534996,0.49227777777777776,0.6405917674157848,0.5424789915966386,0.5140677966101695,0.5073994252873563,0.5093333333333333,0.017426546296296294,5.919635527668888,64,1.2386943454253163,9.0
