motif_size,runs,mean_parity_drop,parity_drop_sd,parity_drop_sem,mean_score_drop,score_drop_sd,positive_parity_drops,paired_t_mean_over_sem
4,12,0.07654228743912624,0.026642267691781532,0.007690960211836069,-1.270534259709075e-06,0.020906689517572526,12,9.952240725589872
6,12,0.10408405056142978,0.03145348886528648,0.009079840131663023,0.0010282041952697169,0.020809872141857394,12,11.463202991699173
