motif_size,replication_runs,replication_parity_mean,replication_parity_sd,replication_parity_sem,replication_parity_ci95_half_width,replication_score_mean,replication_score_sd,prior_h720_n240_parity,prior_h720_fit_p_infinity,prior_h720_fit_A,prior_h720_fit_R2,fit_prediction_at_n320,replication_minus_prior_n240,replication_minus_fit_prediction
4,12,0.8132481663698252,0.016799950641246363,0.004849728012548007,0.009505466904594093,0.008090381568563733,0.01924045231759539,0.7738755005981557,0.7451387199047715,3.0380412802020564,0.9516858751160711,0.754632598905403,0.039372665771669535,0.0586155674644222
6,12,0.7551065106350122,0.020219271566652874,0.005836800940912592,0.011440129844188681,0.008090381568563733,0.01924045231759539,0.7053673466637216,0.6706106303838879,3.7638988640409954,0.9479854984022132,0.682372814334016,0.049739163971290634,0.07273369630099624
