N,boundary_complexity,bridge_formula,bridge_score,cluster_count,coexistence,entropy,epsilon,motif_persistence,order,phase_variance,r,sensitivity,spatial_entropy,steps,temporal_entropy,transient
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.19287999272740808,8,0.8398693752263261,0.7713079919447783,0.8,0.659051724137931,0.9314386167184522,0.04456313845633142,3.875,0.5928571711614485,0.8760968162915767,300,0.6432327621875801,450
48,0.0022222222222222222,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.19720152000135882,7,0.9506648264729629,0.8895535355160853,0.9,0.5070402298850575,0.9388887090431224,0.03994460890416518,3.875,0.5064878843899894,0.9047635972655405,300,0.8709634600445291,450
48,0.18694444444444444,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.0838206460939077,22,0.8107923498441644,0.7489510238526913,1.0,0.576580459770115,0.9381586740085269,0.08434859518110449,3.875,0.2608903504176017,0.8338857052735091,300,0.6451419687828026,450
48,0.3590277777777778,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.004585370943294317,26,0.9522245155960914,0.930463337900472,0.0,0.005747126436781609,0.8826878534965634,0.11131546638881673,3.9125,0.015031373105991404,0.9354898205962813,300,0.9243198590500383,450
48,0.47868055555555555,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.10565442260965732,35,0.8154224701015631,0.7477806831448285,0.1,0.5287356321839081,0.9323582130432654,0.07157145826564704,3.9125,0.29739764071507613,0.7656926939383794,300,0.7258882255082661,450
48,0.09152777777777778,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.17098186556247974,17,0.9595562326429655,0.8950560186957572,0.2,0.31939655172413794,0.9354997860527917,0.07225026975577675,3.9125,0.47297030711480265,0.9015743164417724,300,0.8870892103395165,450
48,0.0035416666666666665,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.20830316998208673,15,0.952205017506236,0.8893818515531942,0.30000000000000004,0.35172413793103446,0.9371768340469582,0.054681406198137994,3.9125,0.5962889239467192,0.8989613919321965,300,0.8776735244233024,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.19822586923957375,9,0.9728920534377048,0.9146580772442412,0.4,0.3577586206896552,0.9417660238065364,0.059043208164085925,3.9125,0.5360285882575253,0.9217434479468254,300,0.9059981797188607,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.2127942208132203,7,0.9777244672993183,0.9175721034006922,0.5,0.314367816091954,0.9398476361013739,0.061596209612094555,3.9125,0.5908067022528355,0.9246746834849561,300,0.9088911721865917,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.18788103993643945,7,0.9753733938155903,0.9165708788986459,0.6000000000000001,0.3399425287356322,0.9411974850830556,0.05174407824276206,3.9125,0.5127382363972166,0.924653060718649,300,0.9066926566741975,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.15007268737246807,11,0.9776463523215627,0.9187882186451559,0.7000000000000001,0.3408045977011494,0.9411418663235932,0.08971065621500662,3.9125,0.4073807588941835,0.9276168452403127,300,0.907997675028853,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.15700579746322382,4,0.9755077569997855,0.9173451100326864,0.8,0.3425287356321839,0.9418373530329008,0.05285571497016561,3.9125,0.42694246193103513,0.9270485138123216,300,0.9054853943020209,450
48,0.005416666666666667,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.19336022314713613,9,0.9692552057239081,0.9123499013651439,0.9,0.44568965517241377,0.9430946956412358,0.08857370257245822,3.9125,0.4920270526487897,0.9230432702687449,300,0.8992802282607426,450
48,0.1823611111111111,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.11940946566160805,17,0.9753402120539724,0.9150534111835733,1.0,0.3682471264367816,0.9397131991296009,0.06852438405959682,3.9125,0.2915504429487237,0.9247296236804374,300,0.9032269292429617,450
48,0.34902777777777777,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.005168389351740888,22,0.9359121423569875,0.9580254650869409,0.0,0.052155172413793104,0.8939376074439284,0.12019768072253934,3.95,0.01587372810277063,0.9637847169140015,300,0.9509863795205333,450
48,0.24868055555555554,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.1866164863697356,22,0.9874087888757607,0.920129111064909,0.1,0.2656609195402299,0.9327203221891484,0.08085028726419408,3.95,0.47214504937389296,0.9258202112824664,300,0.9131733219101167,450
48,0.09444444444444444,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.16603387981773574,15,0.9727005180016748,0.9114429689004098,0.2,0.27097701149425285,0.938742450898735,0.06056101992153029,3.95,0.4595977405718317,0.9170252021624755,300,0.9046202393578849,450
48,0.011319444444444444,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.19690710015001464,15,0.9734117540465126,0.9135667449141818,0.30000000000000004,0.2639367816091954,0.9401549908676692,0.07195943552754913,3.95,0.5698719898726123,0.9208070484856025,300,0.9047174849935566,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.16747882462154876,13,0.9847154627451818,0.9259157599908057,0.4,0.3021551724137931,0.9412002972456238,0.0980861754328719,3.95,0.4611577519589409,0.934345660080384,300,0.9156125487702097,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.18425600074761386,7,0.9840955388116858,0.9270216232322132,0.5,0.29669540229885055,0.9429260844205274,0.06885273951645221,3.95,0.5082712342061323,0.9354702110584948,300,0.9166955714445353,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.18473217497684175,5,0.9893173625242667,0.9309992918907812,0.6000000000000001,0.27025862068965517,0.9416819293665145,0.047599473997038455,3.95,0.5159145942201188,0.9391299091015816,300,0.9210618708553586,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.15842466682398537,5,0.9874885600178086,0.9308563480436203,0.7000000000000001,0.30114942528735633,0.9433677880258117,0.05114970361314952,3.95,0.4320325679593929,0.9392622063992935,300,0.9205825211644639,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.20040734179409514,11,0.9868613304812115,0.9294266203481267,0.8,0.30258620689655175,0.9425652898669152,0.08043922002740223,3.95,0.5475718452745911,0.9383859493871539,300,0.9184763293004267,450
48,0.043263888888888886,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.21133312124176204,9,0.9702577613747833,0.9185612766829593,0.9,0.3718390804597701,0.948303515308176,0.0835010693702396,3.95,0.5480714322254489,0.9274930452233939,300,0.9076446706890946,450
48,0.19875,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.11257263014848264,19,0.9675211118502959,0.9088641278009586,1.0,0.33807471264367817,0.9413430159506627,0.06604305559349555,3.95,0.28249229424841754,0.9298437091789807,300,0.8832224172278201,450
