N,boundary_complexity,bridge_formula,bridge_score,cluster_count,coexistence,entropy,epsilon,motif_persistence,order,phase_variance,r,sensitivity,spatial_entropy,steps,temporal_entropy,transient
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.11886897518839613,15,0.7898499073911595,0.7176574626742448,0.4,0.5788793103448275,0.9278075552830853,0.0752716740550129,3.8375,0.4404702107742809,0.8377488717675663,300,0.5708790737824072,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.18575173049028845,7,0.9313631493787043,0.867092417532745,0.5,0.5757183908045977,0.9357292681540407,0.06705027468165214,3.8375,0.47999448872981737,0.8941056536278982,300,0.8340762400831133,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.17509367307089393,9,0.9527097663386329,0.8899549236552565,0.6000000000000001,0.48089080459770117,0.9372451573166236,0.08270111736095775,3.8375,0.45780678342634523,0.9033295286804329,300,0.8736081841800408,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.16825081033846692,5,0.9425864072341393,0.8797570895137945,0.7000000000000001,0.5449712643678161,0.9371706822796552,0.05374271993716728,3.8375,0.4311722036850538,0.9009542427689845,300,0.8538494577574509,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.15026267131400714,5,0.9246018884841883,0.8617949396644111,0.8,0.6293103448275862,0.9371930511802228,0.03541846725450726,3.8375,0.37999348765795354,0.8958273461780272,300,0.8201997761477692,450
48,0.0010416666666666667,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.1629172016316592,12,0.9573211314271428,0.8928621452995114,0.9,0.5206896551724138,0.9355410138723685,0.07632732561576427,3.8375,0.41199749479524,0.9023658686224648,300,0.8812464834603457,450
48,0.11902777777777777,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.07034199036678981,21,0.790363705282793,0.7257011813440466,1.0,0.7625,0.9353374760612536,0.05121814464032404,3.8375,0.21511459772140065,0.7907667412749877,300,0.6461766080951186,450
48,0.3273611111111111,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.004577610088886355,13,0.9889396909537123,0.8959204792107145,0.0,0.04224137931034483,0.8848601701644268,0.12869181024827836,3.875,0.014654320343896146,0.9018571337183193,300,0.888664568145864,450
48,0.5025694444444444,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.037548443125369924,48,0.7649475375037295,0.599177448739729,0.1,0.7201149425287356,0.8342299112359995,0.08985087242580125,3.875,0.13824979403439377,0.599675454013749,300,0.5985687756270377,450
48,0.07104166666666667,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.18207648797359893,11,0.9494609855707642,0.8826525150664293,0.2,0.3452586206896552,0.9331915294956651,0.07768112092512869,3.875,0.5128894521615538,0.8896521912247539,300,0.8740973553173657,450
48,0.0002777777777777778,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.17825055000391904,9,0.9280420123936508,0.8651980666199175,0.30000000000000004,0.4425287356321839,0.9371560542262667,0.04542728073645319,3.875,0.5051996000635671,0.8786896536123724,300,0.8487083491846947,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.17147015123189357,10,0.9575017650378126,0.896103743151172,0.4,0.43333333333333335,0.9386019781133594,0.08335449324915889,3.875,0.4570656977816379,0.9054888197525832,300,0.8846330939716693,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.21854149954780583,7,0.9488334833545216,0.8879885823523663,0.5,0.4949712643678161,0.9391550989978448,0.059348317355923386,3.875,0.5684378762583294,0.9042248913818416,300,0.8681442046496742,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.2016943014904309,6,0.9585971964322662,0.8982779712596447,0.6000000000000001,0.4235632183908046,0.9396807748273786,0.08228468218328766,3.875,0.5387735457271601,0.908196132845965,300,0.8861557737652532,450
48,0.0,"order * entropy * sensitivity * (0.65 + 0.35 * boundary_complexity) * (0.5 + 0.5 * max(0, motif_persistence)) * max(0, 1 - abs(order - entropy))",0.1842254653352143,9,0.9391321339830462,0.8791204439566331,0.7000000000000001,0.5221264367816092,0.939988309973587,0.07341153197749206,3.875,0.4798638554429773,0.9021528598670546,300,0.8509697133994512,450
