motif_size,n_min,n_max,parity_range,inverse_n_intercept,inverse_n_coefficient,inverse_n_r2,anova_F,anova_p
4,160,480,0.008470283655895638,0.8120276169240513,0.0790069617380521,0.001222411556206504,0.34979583751399324,0.7894652775763483
6,160,480,0.008216238810226817,0.7564927851255279,-0.3168521881110254,0.015390580900781381,0.327869343714071,0.8051946761377482
