r,epsilon,long_memory_score,smooth_even_score,resonant_even_score,odd_even_motif_index,even_decay_index,resonance_index,motif_25,motif_50,motif_75,motif_100,motif_125,motif_150,motif_175,motif_200,motif_225,motif_250,motif_260,comp_25,comp_50,comp_75,comp_100,comp_125,comp_150,comp_175,comp_200,comp_225,comp_250,comp_260,frame_25,frame_50,frame_75,frame_100,frame_125,frame_150,frame_175,frame_200,frame_225,frame_250,frame_260,wall_period,wall_spectral_entropy,wall_ac_late_mean,mean_wall_velocity,max_cluster_lifetime,global_period,frame_even_mean,frame_odd_mean,motif_even_mean,motif_odd_mean,comp_even_mean,parity_index,smooth_index,resonance_index,periodicity_index,class,atlas_score
3.855,0.1307,1.0971086995027774e-05,0.0,1.0971086995027774e-05,0.5608837301587302,0.0,0.1121798571428571,5e-05,0.5099464285714286,0.0,0.7420833333333333,0.0,0.46605,2.777777777777778e-05,0.669125,0.0,0.4172916666666666,0.6142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1503833333333333,0.8595178571428571,0.1562307692307692,0.9402916666666666,0.1623863636363636,0.843875,0.1721111111111111,0.916875,0.1807857142857143,0.8262916666666666,0.9014285714285716,300.5,0.5447968294655321,-0.0805856866000475,0.1727151555373304,36.0,101.5,0.8773702380952381,0.1643794583194583,0.5608992857142857,1.5555555555555555e-05,0.0,0.5608837301587302,0.8568304910644938,0.7266435185185185,0.6663893510815307,smooth even-lag motif memory,0.028634892791016355
3.855,0.136,1.2625762067049342e-05,3.955078530244863e-06,8.670683536804479e-06,0.585037152014652,0.0345688809523809,0.1170210714285714,0.0001166666666666,0.5218392857142857,5.769230769230769e-05,0.7090416666666667,0.0,0.516625,0.0001666666666666,0.6630625,0.0,0.5149583333333333,0.6295982142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456666666666666,0.8712678571428571,0.1469807692307692,0.9352916666666666,0.147840909090909,0.87245,0.1491666666666666,0.924625,0.1495,0.8750833333333333,0.9177232142857144,151.47087378640776,0.7934955432506985,-0.0058695560478198,0.1847378015431421,67.0,3.0002000200020005,0.8957435714285713,0.14783100233100227,0.5851053571428572,6.820512820510154e-05,0.0,0.585037152014652,0.8736814039168169,0.6473361111111111,0.8300964650834856,smooth even-lag motif memory,0.15057714337851216
3.865,0.12,3.228033187680128e-06,3.6731200558946393e-07,2.8607211820906634e-06,0.568668988095238,0.0417244761904761,0.1137344642857142,1.6666666666666667e-05,0.4782678571428571,0.0,0.7510416666666667,0.0,0.465125,0.0,0.68621875,0.0,0.4627083333333333,0.6253124999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486833333333333,0.8578035714285714,0.1498461538461538,0.948,0.1530227272727272,0.857125,0.1563888888888889,0.92696875,0.161,0.8560416666666667,0.9099107142857144,101.5,0.5127784503228686,-0.0133629853201469,0.171272199470707,15.0,2.1944444444444446,0.8891877976190476,0.15378822066822068,0.5686723214285714,3.3333333333333333e-06,0.0,0.568668988095238,0.8717466925535321,0.7230000000000001,0.9926108374384237,smooth even-lag motif memory,0.09418460880010769
3.865,0.1253,1.5772837683769112e-05,0.0,1.5772837683769112e-05,0.5557622448384949,0.0,0.1112254166666666,0.0001833333333333,0.491625,0.0004038461538461,0.7597916666666666,0.0002727272727272,0.4565,0.0005,0.68096875,0.0004642857142857,0.39175,0.6318303571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1535666666666666,0.8530892857142858,0.1598653846153846,0.9409791666666668,0.1664545454545454,0.83775,0.1749444444444444,0.914875,0.1875714285714285,0.8159166666666666,0.8972321428571428,400.0,0.5742287368359494,-0.071951001551453,0.1719402147897559,42.0,101.5,0.8725220238095238,0.1684804939504939,0.5561270833333334,0.00036483849483846,0.0,0.5557622448384949,0.8546847190438247,0.744936111111111,0.625,smooth even-lag motif memory,0.029420784788599833
3.865,0.1307,1.412680870150198e-05,0.0,1.412680870150198e-05,0.6985470833333334,0.0,0.1397100833333333,1.6666666666666667e-05,0.577375,0.0,0.923375,0.0,0.568075,0.0,0.88721875,0.0,0.5367083333333333,0.858125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357,0.8672678571428571,0.1362307692307692,0.9824375,0.1372954545454545,0.8669,0.1393888888888889,0.97471875,0.1430714285714285,0.8600833333333333,0.9676339285714286,300.5,0.4901051761960051,-0.046599680479803,0.1533560999689313,8.0,101.72463768115942,0.910281488095238,0.13833730824730822,0.6985504166666667,3.3333333333333333e-06,0.0,0.6985470833333334,0.8679566284186887,0.782,0.6663893510815307,smooth even-lag motif memory,0.05590100367068166
3.865,0.136,1.7967473027597997e-05,0.0,1.7967473027597997e-05,0.6482644444444444,0.0,0.129654,0.0,0.531875,0.0,0.8854166666666666,0.0,0.5096,2.777777777777778e-05,0.83125,0.0,0.4832083333333333,0.7942857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372166666666666,0.8669464285714286,0.1405961538461538,0.9736875,0.1443636363636363,0.8596,0.1488611111111111,0.9579375,0.1529642857142857,0.8528333333333333,0.948125,202.0,0.4849622168670527,-0.0575343823099136,0.1670251849289565,35.0,201.5,0.9022009523809522,0.14480037074037072,0.64827,5.555555555555556e-06,0.0,0.6482644444444444,0.865849980415027,0.7913250000000001,0.7475247524752475,smooth even-lag motif memory,0.034549345553619104
3.8717,0.103,1.006226732860645e-06,0.0,1.006226732860645e-06,0.249669129065379,0.0,0.0503131309523809,0.0005833333333333,0.3085178571428571,0.0011153846153846,0.253375,0.0014545454545454,0.2338,0.0017222222222222,0.24846875,0.0046071428571428,0.2136666666666666,0.2125446428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23585,0.8126428571428571,0.2516538461538462,0.786875,0.2696590909090909,0.7699,0.2822777777777778,0.7635625,0.3018571428571428,0.7451666666666666,0.7407589285714286,151.85185185185185,0.7894339769038076,-0.0196832143968812,0.31246687150685,17.0,2.883464943766451,0.7756294047619048,0.2682595715395716,0.2515656547619048,0.0018965256965256603,0.0,0.24966912906537914,0.1460251038715503,0.21264390343573406,0.8292682926829269,ordinary frame persistence,0.29098934339875077
3.8717,0.1083,1.5396030327671082e-05,7.571530974362144e-06,7.824499353308937e-06,0.362674986957487,0.065542869047619,0.0729496904761904,0.0006666666666666,0.4164464285714285,0.001076923076923,0.384125,0.0015681818181818,0.352525,0.0020555555555555,0.3416875,0.005,0.3289583333333333,0.3284821428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941,0.8432678571428571,0.2134038461538461,0.8263125,0.2323181818181818,0.80125,0.2473333333333333,0.7896875,0.2537857142857143,0.7811666666666667,0.7800446428571428,350.0,0.839523937530382,-0.0361193171633624,0.2096257361369518,14.0,101.83400934885633,0.8083369047619048,0.22818821511821508,0.3647484523809523,0.00207346542346538,0.0,0.36267498695748696,0.6492467758572181,0.3930382275132274,0.6428571428571428,smooth even-lag motif memory,0.042963066195450636
3.8717,0.1137,2.1972100837500106e-05,1.0986050418750053e-05,1.0986050418750053e-05,0.4180888542013542,0.0836554047619047,0.0836554047619047,0.00015,0.4899642857142857,0.000326923076923,0.4493958333333333,9.09090909090909e-05,0.41465,0.0001944444444444,0.377375,0.0001785714285714,0.36,0.3586160714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595,0.8721071428571429,0.174576923076923,0.8551041666666667,0.1883863636363636,0.8389249999999999,0.2013888888888889,0.82365625,0.2181428571428571,0.8122083333333333,0.8102678571428572,233.83333333333331,0.7282670961514467,-0.0664200354333211,0.1697241338704347,26.0,201.00251256281408,0.8404001785714286,0.1883990065490065,0.4182770238095238,0.0001881696081695782,0.0,0.4180888542013542,0.7403311241447111,0.4666285714285714,0.7138275124732716,smooth even-lag motif memory,0.022985689788887737
3.8717,0.119,1.222309396890397e-05,0.0,1.222309396890397e-05,0.4647893532856033,0.0,0.0929941785714285,5e-05,0.3861607142857142,9.615384615384615e-05,0.6163125,9.09090909090909e-05,0.372975,0.0002777777777777,0.57353125,0.0003928571428571,0.375875,0.541875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1680166666666666,0.8431785714285714,0.1745192307692307,0.9156875,0.1794772727272727,0.8374,0.1835277777777778,0.89896875,0.1868928571428571,0.8341666666666667,0.8840178571428572,101.5,0.647634237687738,-0.01081170556117,0.1896924331406192,17.0,101.5,0.8658802976190476,0.17848676101676098,0.4649708928571429,0.0001815395715395474,0.0,0.46478935328560333,0.7374746223731073,0.6006705555555556,0.9926108374384237,smooth even-lag motif memory,0.08040894392031454
3.875,0.12,1.5394653152515514e-05,5.844424688388805e-06,9.55022846412671e-06,0.3910045505883006,0.0163839285714285,0.0784062023809523,0.0004666666666666,0.3513571428571428,0.0006346153846153,0.5034166666666666,0.0011818181818181,0.3394749999999999,0.0015277777777777,0.43453125,0.0013214285714285,0.331375,0.3953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1920333333333333,0.8266249999999999,0.2018846153846153,0.8744583333333333,0.210340909090909,0.816575,0.2194722222222222,0.84396875,0.2281071428571428,0.8042916666666666,0.8235714285714286,300.5,0.7999235364147358,-0.0216279592484229,0.2167831455978293,22.0,102.21724925387448,0.8331837500000001,0.2103676445776445,0.39203101190476186,0.0010264613164612398,0.0,0.39100455058830064,0.619632006341285,0.48543055555555553,0.6663893510815307,smooth even-lag motif memory,0.0565649377857008
3.875,0.1253,1.1047122284978994e-06,0.0,1.1047122284978994e-06,0.6267073443223443,0.0,0.1253429047619047,1.6666666666666667e-05,0.5013392857142858,1.923076923076923e-05,0.8447291666666666,0.0,0.496525,0.0,0.8115625,0.0,0.4794166666666667,0.6749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459666666666666,0.8568035714285714,0.1470384615384615,0.9674583333333332,0.1481818181818182,0.8556,0.1490555555555555,0.9590625,0.151,0.8544166666666666,0.9326339285714286,2.1944444444444446,0.5361935269270578,-0.0121812527935194,0.1639510994604295,8.0,2.1944444444444446,0.8986682142857143,0.14824850038850038,0.6267145238095239,7.17948717948718e-06,0.0,0.6267073443223444,0.8706271890766867,0.7691874999999999,1.0,smooth even-lag motif memory,0.10896794450151899
3.875,0.1307,3.834824047647196e-05,0.0,3.834824047647196e-05,0.6182312314074814,0.0,0.1236524642857142,5e-05,0.4762678571428571,1.923076923076923e-05,0.8959166666666667,2.272727272727273e-05,0.4509499999999999,2.777777777777778e-05,0.8479687499999999,3.571428571428572e-05,0.4202083333333333,0.8226339285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1637833333333333,0.8395357142857143,0.1659230769230769,0.9758333333333332,0.1694772727272727,0.83245,0.17375,0.96321875,0.1790357142857143,0.82175,0.9559375,300.5,0.5762866756756921,-0.0592897411929765,0.1833802362447044,21.0,300.5,0.8865575595238095,0.17039387945387946,0.6182623214285714,3.1090021090021096e-05,0.0,0.6182312314074814,0.8632294127202478,0.8221842592592593,0.6663893510815307,smooth even-lag motif memory,0.03431980563691529
3.875,0.136,2.640244100832376e-05,0.0,2.640244100832376e-05,0.5208929534354534,0.0,0.1042124523809523,8.333333333333334e-05,0.4584821428571428,3.846153846153846e-05,0.7126874999999999,0.0001136363636363,0.42335,0.0001111111111111,0.61975,0.0005,0.3910416666666667,0.571875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1668833333333333,0.8435535714285715,0.1764230769230769,0.9300625,0.1845681818181818,0.83265,0.1903333333333333,0.90209375,0.1969285714285714,0.8225,0.8860714285714286,301.0,0.6786801297146003,-0.0353514250437099,0.1851920540125427,19.0,201.00251256281408,0.8661719642857143,0.1830272993672993,0.5210622619047618,0.00016930846930845436,0.0,0.5208929534354534,0.8150271066670663,0.6993712962962962,0.6661129568106312,smooth even-lag motif memory,0.06662219454612212
3.8883,0.103,3.4448381727235165e-06,0.0,3.4448381727235165e-06,0.1661411401098901,0.0,0.0341299642857142,0.0007833333333333,0.2177678571428571,0.0018076923076923,0.1795416666666666,0.0025,0.152325,0.0069166666666666,0.15628125,0.0105357142857142,0.1473333333333333,0.1512946428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846666666666666,0.7733392857142857,0.3102884615384615,0.7505625,0.3288863636363636,0.73175,0.3410277777777777,0.71971875,0.3531785714285714,0.7075,0.7027678571428572,201.49292149292148,0.8201269305375823,-0.0165081779148936,0.3862671047620287,10.0,201.49292149292148,0.7365741071428571,0.3236095682095682,0.1706498214285714,0.00450868131868128,0.0,0.16614114010989012,0.09855993475911047,0.1020813559162077,0.7481476750127747,ordinary frame persistence,0.3070994226033592
3.8883,0.1083,1.381546920233304e-05,6.85248811451704e-06,6.962981087815999e-06,0.4039240044677544,0.0659406309523809,0.0809966785714285,0.0007666666666666,0.4191607142857143,0.0013076923076923,0.4029166666666666,0.0009090909090909,0.407225,0.0007777777777777,0.40190625,0.0015357142857142,0.3937083333333333,0.3875446428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1743166666666666,0.8531428571428572,0.1809807692307692,0.8485416666666666,0.1837045454545454,0.8449,0.1904722222222222,0.83690625,0.19325,0.83375,0.8332589285714286,201.82652210175144,0.745807659455765,-0.0237362111428097,0.2186145729602863,13.0,102.375972651202,0.8434481547619048,0.1845448407148407,0.4049833928571429,0.0010593883893883402,0.0,0.40392400446775456,0.7318622593544625,0.3858612433862434,0.7477375098144552,smooth even-lag motif memory,0.06292464991698718
3.8883,0.1137,2.515458240760179e-05,1.244002251479825e-05,1.271455989280354e-05,0.5384633544233545,0.0970366428571428,0.1079503809523809,0.0005,0.5863928571428572,0.0012692307692307,0.5595416666666666,0.0015227272727272,0.538575,0.0012222222222222,0.521875,0.0019285714285714,0.492375,0.4860714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1399,0.8851607142857143,0.1570192307692307,0.8680208333333334,0.1690227272727272,0.857775,0.1752777777777777,0.8471875,0.1882857142857142,0.8277083333333333,0.82,240.0,0.7316251991657602,-0.0526367086663997,0.1412295516782498,15.0,121.03896804835924,0.8571704761904761,0.16590109002108994,0.5397519047619047,0.0012885503385503,0.0,0.5384633544233544,0.9656325914385078,0.5300607142857143,0.7083333333333334,smooth even-lag motif memory,0.05301974327287118
3.8883,0.119,1.276926621933525e-05,3.994414749936636e-06,8.774851469398614e-06,0.3898901411088911,0.0504156785714285,0.0782087261904762,0.0009666666666666,0.4441785714285714,0.0009230769230769,0.4226458333333333,0.0010681818181818,0.39355,0.0011666666666666,0.36146875,0.0016428571428571,0.333375,0.33125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1883166666666666,0.8445178571428571,0.2072692307692307,0.8330208333333333,0.2156363636363636,0.814125,0.2356111111111111,0.7953125000000001,0.2470714285714285,0.7787083333333333,0.7772321428571429,400.0,0.7890112438354178,-0.0270034965564228,0.1998366397905784,14.0,101.50251256281408,0.8131369047619048,0.2187809601509601,0.3910436309523809,0.0011534898434897999,0.0,0.38989014110889114,0.6932522972729411,0.42193214285714287,0.625,smooth even-lag motif memory,0.05666853800635493
3.905,0.103,3.6422402789289995e-07,0.0,3.6422402789289995e-07,0.1972443059718059,0.0,0.0402083095238095,0.0010833333333333,0.2503035714285714,0.0024230769230769,0.206375,0.002590909090909,0.1906749999999999,0.0056388888888888,0.1823125,0.0072499999999999,0.1755416666666666,0.1725892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28305,0.7843928571428571,0.2990384615384615,0.7641458333333333,0.3143181818181818,0.7499750000000001,0.3290277777777777,0.7344062499999999,0.3378214285714285,0.7190416666666667,0.7183035714285715,36.17250673854448,0.814207510895157,-0.0033593184532293,0.4182414755925981,13.0,3.791554357592093,0.7503923214285715,0.3126511699411699,0.20104154761904755,0.0037972416472415796,0.0,0.19724430597180598,0.1170176974631716,0.137675546388034,1.0,ordinary frame persistence,0.30119085439091026
3.905,0.1083,1.584956936150672e-06,0.0,1.584956936150672e-06,0.1991908533133533,0.0,0.0405503571428571,0.0011333333333333,0.2325714285714285,0.0018076923076923,0.2116041666666666,0.0031136363636363,0.200125,0.004,0.1935,0.0077499999999999,0.1759583333333333,0.1844196428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621666666666666,0.7772857142857142,0.2836538461538461,0.7578333333333334,0.297,0.74485,0.32125,0.72246875,0.3401071428571428,0.70225,0.7063392857142857,102.76078831124704,0.7248878864046786,-0.0363162862501387,0.3681204431974788,21.0,102.76078831124704,0.7409375595238096,0.3008355311355311,0.20275178571428568,0.0035609324009323604,0.0,0.19919085331335332,0.12005034977870994,0.1278523183167314,0.9865669174175415,ordinary frame persistence,0.2966747873951742
3.905,0.1137,4.0076223003520456e-05,1.8745346333141206e-05,2.133087667037925e-05,0.3625099443611944,0.0597877619047619,0.0728685119047619,0.0009333333333333,0.3977857142857143,0.0008653846153846,0.3727708333333333,0.0011818181818181,0.350375,0.0026111111111111,0.34203125,0.0035714285714285,0.35875,0.3408482142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18425,0.8397678571428572,0.2046923076923076,0.8197916666666667,0.2228409090909091,0.8006,0.2355277777777777,0.79653125,0.2378928571428571,0.79425,0.7882589285714285,250.0,0.8147598085638164,-0.0306963150975247,0.189581454275152,14.0,250.5586592178771,0.8101881547619048,0.21704077034077027,0.3643425595238095,0.0018326151626151198,0.0,0.3625099443611944,0.6559403167239618,0.37853045634920635,0.7,smooth even-lag motif memory,0.0475868412838949
3.905,0.119,5.0777637207585496e-05,2.5388818603792748e-05,2.5388818603792748e-05,0.4977970768120768,0.1001779523809523,0.1001779523809523,0.0011666666666666,0.5528571428571429,0.0020384615384615,0.5087916666666666,0.0021590909090909,0.493925,0.0047777777777777,0.48325,0.0053214285714285,0.465625,0.4537053571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545333333333333,0.8691785714285714,0.1789615384615384,0.8443541666666667,0.1931136363636363,0.8291,0.2063055555555555,0.8203750000000001,0.21225,0.8096666666666666,0.8041071428571429,350.0,0.7562217008471728,-0.0572998412145202,0.1401358401658106,13.0,300.561797752809,0.8345348809523809,0.1890328127428127,0.500889761904762,0.00309268509268504,0.0,0.4977970768120769,0.8963391108690739,0.5103392857142858,0.6428571428571428,smooth even-lag motif memory,0.03874111989108429
