r,epsilon,n,horizon,seed,sigma,motif_size,partition,threshold,motif_even,motif_odd,comp_even,parity
3.8625,0.132,320,1440,307,0.003,6,fixed_half,0.5,0.6428975192663757,1.4282431476154273e-05,0.0,0.6428832368348996
3.8625,0.132,320,1440,307,0.003,6,median,0.7329742908477783,0.9795704120441588,0.0,0.0,0.9795704120441588
3.8625,0.132,320,1440,359,0.003,4,fixed_half,0.5,0.7952264024195431,0.00028903063887569596,1.357657026905915e-05,0.7949373717806675
3.8625,0.132,320,1440,359,0.003,4,median,0.7330825328826904,0.9890211249785537,2.967519219057582e-06,3.0274769322582747e-06,0.9890181574593346
3.8625,0.132,320,1440,359,0.003,6,fixed_half,0.5,0.7116593624238762,5.981471570787862e-06,0.0,0.7116533809523053
3.8625,0.132,320,1440,359,0.003,6,median,0.7330825328826904,0.9841605867851635,0.0,0.0,0.9841605867851635
3.8625,0.132,320,1440,401,0.003,4,fixed_half,0.5,0.7791646471971677,0.0004268583939348698,2.3527689476325916e-06,0.7787377888032329
3.8625,0.132,320,1440,401,0.003,4,median,0.7330349683761597,0.9872153482903709,0.0,0.0,0.9872153482903709
3.8625,0.132,320,1440,401,0.003,6,fixed_half,0.5,0.6933978031484399,1.0306267909792145e-05,0.0,0.6933874968805301
3.8625,0.132,320,1440,401,0.003,6,median,0.7330349683761597,0.9812669152216984,0.0,0.0,0.9812669152216984
3.8625,0.132,320,1440,457,0.003,4,fixed_half,0.5,0.7015333094186488,0.0007150738578145436,5.7859355301251564e-05,0.7008182355608342
3.8625,0.132,320,1440,457,0.003,4,median,0.7307367920875549,0.9842467505170479,0.0,0.0,0.9842467505170479
3.8625,0.132,320,1440,457,0.003,6,fixed_half,0.5,0.5908339064758613,2.500361972397637e-05,0.0,0.5908089028561373
3.8625,0.132,320,1440,457,0.003,6,median,0.7307367920875549,0.9769363634381426,0.0,0.0,0.9769363634381426
3.8625,0.132,320,1440,17,0.01,4,fixed_half,0.5,0.38838062177611377,0.006913547565911639,0.0020985789936682374,0.38146707421020215
3.8625,0.132,320,1440,17,0.01,4,median,0.7305507659912109,0.7926811042955632,0.0022782291029881233,0.0029777797498914903,0.790402875192575
3.8625,0.132,320,1440,17,0.01,6,fixed_half,0.5,0.24432451483058873,0.0006755746621872483,0.00016952625768392547,0.24364894016840147
3.8625,0.132,320,1440,17,0.01,6,median,0.7305507659912109,0.7108088333148581,0.00020204136442587245,0.0002514129365364406,0.7106067919504322
3.8625,0.132,320,1440,42,0.01,4,fixed_half,0.5,0.3765601389303279,0.0079239936685624,0.0024030322273579916,0.3686361452617655
3.8625,0.132,320,1440,42,0.01,4,median,0.729240357875824,0.7754722431669595,0.0026155938238867204,0.0034477977453444804,0.7728566493430727
3.8625,0.132,320,1440,42,0.01,6,fixed_half,0.5,0.23335708022045573,0.0008490920969418536,0.00018149234137456528,0.23250798812351386
3.8625,0.132,320,1440,42,0.01,6,median,0.729240357875824,0.6892874179108264,0.00028279856732614744,0.00037513798713871603,0.6890046193435002
3.8625,0.132,320,1440,73,0.01,4,fixed_half,0.5,0.3943922687292553,0.005812381876037051,0.0011636030439651068,0.38857988685321826
3.8625,0.132,320,1440,73,0.01,4,median,0.7295961380004883,0.8125790311089703,0.0005710044890790808,0.0008504180892949534,0.8120080266198912
3.8625,0.132,320,1440,73,0.01,6,fixed_half,0.5,0.24969288072358,0.00045549054793830466,1.96479816853799e-05,0.2492373901756417
3.8625,0.132,320,1440,73,0.01,6,median,0.7295961380004883,0.739668298476692,0.0,3.899401487213591e-06,0.739668298476692
3.8625,0.132,320,1440,101,0.01,4,fixed_half,0.5,0.3813240638057304,0.008069804973063002,0.002534255192898901,0.37325425883266744
3.8625,0.132,320,1440,101,0.01,4,median,0.7288446426391602,0.7797524863216461,0.0029888000555588277,0.003730663373861398,0.7767636862660873
3.8625,0.132,320,1440,101,0.01,6,fixed_half,0.5,0.23720804748120372,0.0009108966744298438,0.00026295877246878115,0.23629715080677388
3.8625,0.132,320,1440,101,0.01,6,median,0.7288446426391602,0.6965904294782085,0.0005226192195206629,0.0006691023736194147,0.6960678102586878
3.8625,0.132,320,1440,137,0.01,4,fixed_half,0.5,0.3718220047039125,0.009059855111685413,0.003107263180860945,0.36276214959222713
3.8625,0.132,320,1440,137,0.01,4,median,0.7279998064041138,0.7585134646757797,0.00326037465533488,0.004321349254650711,0.7552530900204448
3.8625,0.132,320,1440,137,0.01,6,fixed_half,0.5,0.2302523796198778,0.0011062296244081686,0.000256753075831224,0.22914614999546962
3.8625,0.132,320,1440,137,0.01,6,median,0.7279998064041138,0.6735841755577086,0.00027019855792977966,0.00041033073609037066,0.6733139769997788
3.8625,0.132,320,1440,173,0.01,4,fixed_half,0.5,0.3734088118974217,0.009544731926672587,0.0034863869215484055,0.3638640799707491
3.8625,0.132,320,1440,173,0.01,4,median,0.728428065776825,0.7607708441666703,0.004800417754792041,0.005989665927783606,0.7559704264118783
3.8625,0.132,320,1440,173,0.01,6,fixed_half,0.5,0.23114937031718638,0.0011853475437801464,0.00037646599638293485,0.22996402277340625
3.8625,0.132,320,1440,173,0.01,6,median,0.728428065776825,0.6729867824129873,0.0009046116742077497,0.0012305030404908303,0.6720821707387795
3.8625,0.132,320,1440,211,0.01,4,fixed_half,0.5,0.38257866660856454,0.008227002884226719,0.0027090258616697402,0.3743516637243378
3.8625,0.132,320,1440,211,0.01,4,median,0.7298634052276611,0.7853067331924878,0.002875007592755874,0.0037900912136284498,0.782431725599732
3.8625,0.132,320,1440,211,0.01,6,fixed_half,0.5,0.23907449680988813,0.0009288505591483325,0.00025182862075429487,0.2381456462507398
3.8625,0.132,320,1440,211,0.01,6,median,0.7298634052276611,0.7052573112074425,0.00046769610453774036,0.0006342103778954898,0.7047896151029047
3.8625,0.132,320,1440,257,0.01,4,fixed_half,0.5,0.4004633846343502,0.0059575337230634625,0.001334770562404714,0.39450585091128676
3.8625,0.132,320,1440,257,0.01,4,median,0.7291364669799805,0.829013644632458,0.0013854995498957096,0.0016496326399307148,0.8276281450825622
3.8625,0.132,320,1440,257,0.01,6,fixed_half,0.5,0.2552066137697001,0.0005846187118215941,8.377806512263014e-05,0.2546219950578785
3.8625,0.132,320,1440,257,0.01,6,median,0.7291364669799805,0.7616905749048253,9.569502481324454e-05,0.00012251127537388988,0.7615948798800121
3.8625,0.132,320,1440,307,0.01,4,fixed_half,0.5,0.39310860212056165,0.0068724525597782665,0.0018385525224898856,0.3862361495607834
3.8625,0.132,320,1440,307,0.01,4,median,0.7283182144165039,0.8076609096887518,0.0016760962201489756,0.002229441914989441,0.8059848134686028
3.8625,0.132,320,1440,307,0.01,6,fixed_half,0.5,0.2492451882672743,0.0006423551748070242,9.441984981397915e-05,0.24860283309246728
3.8625,0.132,320,1440,307,0.01,6,median,0.7283182144165039,0.7350464869168244,6.702718974511345e-05,0.00010810805415454375,0.7349794597270792
3.8625,0.132,320,1440,359,0.01,4,fixed_half,0.5,0.38227782519796144,0.007298543446194861,0.002103218860018504,0.3749792817517666
3.8625,0.132,320,1440,359,0.01,4,median,0.7289721965789795,0.781788068676674,0.0018418018831920405,0.0025203432000802475,0.779946266793482
3.8625,0.132,320,1440,359,0.01,6,fixed_half,0.5,0.2388686785933857,0.0007174825089094437,0.00013826315457430012,0.23815119608447627
3.8625,0.132,320,1440,359,0.01,6,median,0.7289721965789795,0.6995762906203674,0.0001371650370750314,0.00022666112318960518,0.6994391255832924
3.8625,0.132,320,1440,401,0.01,4,fixed_half,0.5,0.38304188371084236,0.008112315820655929,0.0025536546326600266,0.37492956789018644
3.8625,0.132,320,1440,401,0.01,4,median,0.728905439376831,0.7834724194064758,0.0026140140375067794,0.0033294905007919392,0.780858405368969
3.8625,0.132,320,1440,401,0.01,6,fixed_half,0.5,0.24028946744586915,0.0009716842895805218,0.00022160581751263275,0.23931778315628863
3.8625,0.132,320,1440,401,0.01,6,median,0.728905439376831,0.7059925356823106,0.0003382558206387573,0.0004417902347516038,0.7056542798616718
3.8625,0.132,320,1440,457,0.01,4,fixed_half,0.5,0.4049597416873617,0.0057407975340033335,0.0014410096622351884,0.39921894415335835
3.8625,0.132,320,1440,457,0.01,4,median,0.7288156747817993,0.8410370171794341,0.001263372435950485,0.0016892161218409584,0.8397736447434836
3.8625,0.132,320,1440,457,0.01,6,fixed_half,0.5,0.2598402982473593,0.0005103195891546094,8.957593880875767e-05,0.25932997865820473
3.8625,0.132,320,1440,457,0.01,6,median,0.7288156747817993,0.7795816160594276,4.0322565103979844e-05,9.157450030944015e-05,0.7795412934943236
3.8625,0.132,320,1440,17,0.03,4,fixed_half,0.5,0.13076165437853204,0.1303325561903471,0.03063869918813572,0.0004290981881849565
3.8625,0.132,320,1440,17,0.03,4,median,0.7124699354171753,0.06230517635161048,0.06155049917769173,0.06259971457570379,0.0007546771739187497
3.8625,0.132,320,1440,17,0.03,6,fixed_half,0.5,0.04781910738272489,0.04770254664686687,0.005400229302631674,0.00011656073585802201
3.8625,0.132,320,1440,17,0.03,6,median,0.7124699354171753,0.015367301735903787,0.015212794831343118,0.015620475861832628,0.00015450690456066986
3.8625,0.132,320,1440,42,0.03,4,fixed_half,0.5,0.13100622915283508,0.13100275924547905,0.030465240997889616,3.469907356029589e-06
3.8625,0.132,320,1440,42,0.03,4,median,0.7126964330673218,0.06324826526522949,0.06122296664141198,0.0627292399830702,0.0020252986238175064
3.8625,0.132,320,1440,42,0.03,6,fixed_half,0.5,0.047965530599997586,0.04829101053407898,0.005384953432291798,0.0
3.8625,0.132,320,1440,42,0.03,6,median,0.7126964330673218,0.015908845759689715,0.015061020226414784,0.015722720728797546,0.0008478255332749311
3.8625,0.132,320,1440,73,0.03,4,fixed_half,0.5,0.13219665046603266,0.1299181278003808,0.03028583256743414,0.0022785226656518442
3.8625,0.132,320,1440,73,0.03,4,median,0.7125049829483032,0.06401381167340502,0.06139981360563214,0.06192498274691738,0.002613998067772877
3.8625,0.132,320,1440,73,0.03,6,fixed_half,0.5,0.04828751625319721,0.047325440810881934,0.005449815191365172,0.0009620754423152744
3.8625,0.132,320,1440,73,0.03,6,median,0.7125049829483032,0.016011999670588757,0.015267479266555908,0.0154788284902736,0.0007445204040328491
3.8625,0.132,320,1440,101,0.03,4,fixed_half,0.5,0.13222531537007076,0.13098536053339002,0.030874483276823385,0.00123995483668074
3.8625,0.132,320,1440,101,0.03,4,median,0.7119392156600952,0.06298449141119232,0.06137107435126839,0.06294626562326036,0.0016134170599239328
3.8625,0.132,320,1440,101,0.03,6,fixed_half,0.5,0.04902007822518814,0.048100458430412454,0.005603295948100405,0.0009196197947756862
3.8625,0.132,320,1440,101,0.03,6,median,0.7119392156600952,0.016006538345896514,0.015298933702504864,0.015582300081353029,0.0007076046433916496
3.8625,0.132,320,1440,137,0.03,4,fixed_half,0.5,0.1311083325655976,0.1300852191971827,0.03097792403441451,0.0010231133684149019
