r,epsilon,global_activity_mean,wall_density_mean,lag10_similarity,lag20_similarity,lag40_similarity,lag80_similarity,global_ac_peak_lag,global_ac_peak_value,wall_ac_peak_lag,wall_ac_peak_value,dominant_global_period,dominant_global_power,dominant_wall_period,dominant_wall_power
3.55,0.0833333333333333,0.59375,0.42916666666666664,0.8125,1.0,1.0,1.0,4,0.9928571428571429,4,0.9928571428571429,2.0,0.9351145038167938,2.0,0.6954022988505749
4.0,0.1666666666666666,0.6006845238095238,0.7366369047619047,0.8055757575757577,0.9034567901234568,0.8895192307692307,0.8682986111111111,2,0.29658257671693,4,0.674965436498975,2.0143884892086334,0.028974180312630514,560.0,0.292204670341898
3.6,0.0833333333333333,0.5699702380952381,0.45797619047619054,0.860060606060606,0.9562654320987656,0.979951923076923,0.9798263888888888,8,0.9469649318452306,16,0.9079424801660438,2.0,0.952039520325853,2.0,0.6268084874270441
3.8,0.0833333333333333,0.6299107142857143,0.6857738095238096,0.7740606060606061,0.8325,0.8121474358974359,0.7992361111111111,4,0.43124878714069875,4,0.5500984755291741,3.835616438356164,0.1240002492605098,3.835616438356164,0.14822284174460013
