r,epsilon,n,horizon,seed,sigma,motif_size,quantile,threshold,motif_even,motif_odd,comp_even,parity
3.8625,0.132,320,1440,359,0.003,6,0.25,0.4647705554962158,0.14054553751959473,0.012359994916136253,1.554452426131743e-06,0.12818554260345846
3.8625,0.132,320,1440,359,0.003,6,0.5,0.7331342697143555,0.9573445227648213,1.9762845849802374e-06,0.0,0.9573425464802363
3.8625,0.132,320,1440,359,0.003,6,0.75,0.885665237903595,0.1399745568761585,0.009831767884080092,1.5332746001626458e-06,0.13014278899207843
3.8625,0.132,320,1440,401,0.003,4,0.25,0.4652511775493622,0.2631910000558465,0.05434593177878211,0.00012644219652127822,0.2088450682770644
3.8625,0.132,320,1440,401,0.003,4,0.5,0.7279097437858582,0.9716385281929799,0.00010624769790074884,0.00011532711307084623,0.9715322804950791
3.8625,0.132,320,1440,401,0.003,4,0.75,0.88567054271698,0.2629345414180933,0.049083849556291366,9.205307339300345e-05,0.21385069186180194
3.8625,0.132,320,1440,401,0.003,6,0.25,0.4652511775493622,0.13663737775675078,0.01278342278669319,6.782074351104354e-06,0.12385395497005759
3.8625,0.132,320,1440,401,0.003,6,0.5,0.7279097437858582,0.9598555278752618,9.730269416112417e-06,1.5425633678767593e-05,0.9598457976058458
3.8625,0.132,320,1440,401,0.003,6,0.75,0.88567054271698,0.13753744876515084,0.010832607951349101,3.2730435776559303e-06,0.12670484081380173
3.8625,0.132,320,1440,457,0.003,4,0.25,0.4656296372413635,0.2630813612750125,0.05490899634894841,6.741727961572021e-05,0.2081723649260641
3.8625,0.132,320,1440,457,0.003,4,0.5,0.7290889620780945,0.9909472136920681,0.0,0.0,0.9909472136920681
3.8625,0.132,320,1440,457,0.003,4,0.75,0.885688066482544,0.2630726908523094,0.051119137381401655,4.832496364734402e-05,0.21195355347090772
3.8625,0.132,320,1440,457,0.003,6,0.25,0.4656296372413635,0.13690847519570976,0.012860498590615457,8.992805755395683e-07,0.1240479766050943
3.8625,0.132,320,1440,457,0.003,6,0.5,0.7290889620780945,0.9874103132496861,0.0,0.0,0.9874103132496861
3.8625,0.132,320,1440,457,0.003,6,0.75,0.885688066482544,0.13789863136788721,0.011630851203126848,1.924122714346578e-06,0.12626778016476037
3.8625,0.132,320,1440,17,0.01,4,0.25,0.46862930059432983,0.23760964277473046,0.07304347312166184,0.0009289631813807359,0.1645661696530686
3.8625,0.132,320,1440,17,0.01,4,0.5,0.7292013168334961,0.8475296436955316,0.001538580598524394,0.001930849276065072,0.8459910630970072
3.8625,0.132,320,1440,17,0.01,4,0.75,0.8841866850852966,0.24045557926095557,0.07173565925418654,0.0007044229259913316,0.16871992000676903
3.8625,0.132,320,1440,17,0.01,6,0.25,0.46862930059432983,0.11614931835902746,0.020057122023405018,2.8918623844260243e-05,0.09609219633562244
3.8625,0.132,320,1440,17,0.01,6,0.5,0.7292013168334961,0.787102144131602,0.0001535430086269527,0.0002085975741865982,0.786948601122975
3.8625,0.132,320,1440,17,0.01,6,0.75,0.8841866850852966,0.1183049356524292,0.019566112714079247,1.769809717028778e-05,0.09873882293834994
3.8625,0.132,320,1440,42,0.01,4,0.25,0.46846115589141846,0.2363228786810178,0.07406472053985087,0.0011709593012605706,0.16225815814116695
3.8625,0.132,320,1440,42,0.01,4,0.5,0.72931969165802,0.8254119476045296,0.0021111530488613214,0.0027357394852522018,0.8233007945556683
3.8625,0.132,320,1440,42,0.01,4,0.75,0.8841025829315186,0.23948500601683845,0.07270644249911437,0.0008867441814254477,0.16677856351772408
3.8625,0.132,320,1440,42,0.01,6,0.25,0.46846115589141846,0.11523241963859047,0.020576357656637664,5.3861542746966536e-05,0.09465606198195281
3.8625,0.132,320,1440,42,0.01,6,0.5,0.72931969165802,0.76176797672979,8.583217292875456e-05,0.0001362868073919175,0.7616821445568612
3.8625,0.132,320,1440,42,0.01,6,0.75,0.8841025829315186,0.11754822835464433,0.02015013268702502,3.3587588400522874e-05,0.09739809566761931
3.8625,0.132,320,1440,73,0.01,4,0.25,0.46834954619407654,0.2350111579127269,0.07455671042813301,0.0013748046080152188,0.16045444748459387
3.8625,0.132,320,1440,73,0.01,4,0.5,0.7291508913040161,0.810733093785255,0.00215973034634695,0.002933273710131165,0.8085733634389081
3.8625,0.132,320,1440,73,0.01,4,0.75,0.8841455578804016,0.23861585127662516,0.07313673103932641,0.001023526834305194,0.16547912023729874
3.8625,0.132,320,1440,73,0.01,6,0.25,0.46834954619407654,0.11406411234951888,0.02083701273280835,7.48415991707244e-05,0.09322709961671052
3.8625,0.132,320,1440,73,0.01,6,0.5,0.7291508913040161,0.7401826707686786,9.909619697697569e-05,0.00015948428407543596,0.7400835745717016
3.8625,0.132,320,1440,73,0.01,6,0.75,0.8841455578804016,0.11668862515285834,0.02041223759982823,4.203240068777313e-05,0.09627638755303011
3.8625,0.132,320,1440,101,0.01,4,0.25,0.4682925045490265,0.23252047058318998,0.07600983499671647,0.0014525722041854325,0.1565106355864735
3.8625,0.132,320,1440,101,0.01,4,0.5,0.7287940979003906,0.78649003046359,0.002250273365597177,0.0029054750399758024,0.7842397570979929
3.8625,0.132,320,1440,101,0.01,4,0.75,0.8841099739074707,0.23615964996696787,0.07423083372053088,0.0010781027721399011,0.16192881624643699
3.8625,0.132,320,1440,101,0.01,6,0.25,0.4682925045490265,0.11211212902335091,0.02133104347150646,7.132126247582332e-05,0.09078108555184444
3.8625,0.132,320,1440,101,0.01,6,0.5,0.7287940979003906,0.7058071766042354,0.00028584866868513385,0.00043600517233364345,0.7055213279355503
3.8625,0.132,320,1440,101,0.01,6,0.75,0.8841099739074707,0.11486247829198633,0.02075695331991944,5.0935892517659645e-05,0.0941055249720669
3.8625,0.132,320,1440,137,0.01,4,0.25,0.4682255983352661,0.23198798473989898,0.07745034062635181,0.001658789092401031,0.15453764411354717
3.8625,0.132,320,1440,137,0.01,4,0.5,0.7295138239860535,0.779969644021256,0.002941128933650127,0.0037896577410006784,0.7770285150876058
3.8625,0.132,320,1440,137,0.01,4,0.75,0.8840944170951843,0.23589972384428926,0.07563823786082921,0.0013030481811598072,0.16026148598346004
3.8625,0.132,320,1440,137,0.01,6,0.25,0.4682255983352661,0.1121184254565926,0.02205600312383354,7.44322382255979e-05,0.09006242233275907
3.8625,0.132,320,1440,137,0.01,6,0.5,0.7295138239860535,0.700561537867447,0.0004349941906149544,0.00048505330726506966,0.700126543676832
3.8625,0.132,320,1440,137,0.01,6,0.75,0.8840944170951843,0.11508310822536365,0.021457173317528278,5.9122900364147144e-05,0.09362593490783537
3.8625,0.132,320,1440,173,0.01,4,0.25,0.4681771397590637,0.23252466206714847,0.07713731551887279,0.0013723093432184328,0.15538734654827568
3.8625,0.132,320,1440,173,0.01,4,0.5,0.7298811674118042,0.7665020058915767,0.001895431125951176,0.0024339564478350027,0.7646065747656255
3.8625,0.132,320,1440,173,0.01,4,0.75,0.8840593099594116,0.2363832167171786,0.07546728279964561,0.0010375322702121832,0.160915933917533
3.8625,0.132,320,1440,173,0.01,6,0.25,0.4681771397590637,0.11235264392488556,0.021807438098845965,4.462428079837391e-05,0.09054520582603959
3.8625,0.132,320,1440,173,0.01,6,0.5,0.7298811674118042,0.6749004194711203,0.00024086221274357902,0.0003157037778995783,0.6746595572583768
3.8625,0.132,320,1440,173,0.01,6,0.75,0.8840593099594116,0.1150251535702915,0.021086506416071075,2.9018999276027965e-05,0.09393864715422043
3.8625,0.132,320,1440,211,0.01,4,0.25,0.46843618154525757,0.23483885166644347,0.07465130173582876,0.001141503565141544,0.1601875499306147
3.8625,0.132,320,1440,211,0.01,4,0.5,0.7291834354400635,0.8123401218679934,0.0014197508493133046,0.001791116555054551,0.8109203710186801
3.8625,0.132,320,1440,211,0.01,4,0.75,0.8841577768325806,0.2391998290615731,0.07298515901106037,0.0008566417555790123,0.16621467005051274
3.8625,0.132,320,1440,211,0.01,6,0.25,0.46843618154525757,0.1139207277874488,0.021036409883176753,3.3992254149020686e-05,0.09288431790427204
3.8625,0.132,320,1440,211,0.01,6,0.5,0.7291834354400635,0.742094600300241,9.796411362326756e-05,0.00014460708942913643,0.7419966361866177
3.8625,0.132,320,1440,211,0.01,6,0.75,0.8841577768325806,0.11717116626626918,0.02034810676381829,1.7073888119658108e-05,0.09682305950245089
3.8625,0.132,320,1440,257,0.01,4,0.25,0.46855807304382324,0.23763327757009245,0.07272032321639485,0.0010638019794561708,0.1649129543536976
3.8625,0.132,320,1440,257,0.01,4,0.5,0.729360818862915,0.8452566800900719,0.001957743629032507,0.0024924062092052265,0.8432989364610394
3.8625,0.132,320,1440,257,0.01,4,0.75,0.8841747045516968,0.24017366596353548,0.07139121479791008,0.0007817087589530716,0.1687824511656254
3.8625,0.132,320,1440,257,0.01,6,0.25,0.46855807304382324,0.11586460132382315,0.0199232574617979,3.136848151515608e-05,0.09594134386202524
3.8625,0.132,320,1440,257,0.01,6,0.5,0.729360818862915,0.7845648209492808,0.00027066771393198166,0.0003515008671246941,0.7842941532353488
3.8625,0.132,320,1440,257,0.01,6,0.75,0.8841747045516968,0.11776081297444922,0.019420560027912807,2.0161475521930753e-05,0.09834025294653642
3.8625,0.132,320,1440,307,0.01,4,0.25,0.4679831266403198,0.23311888019949442,0.07690790627418911,0.0015042825673610113,0.1562109739253053
3.8625,0.132,320,1440,307,0.01,4,0.5,0.7295847535133362,0.7818266426224578,0.0025149159910359395,0.003337600970295042,0.7793117266314219
3.8625,0.132,320,1440,307,0.01,4,0.75,0.8841202855110168,0.23759813366694585,0.07458193630695378,0.0011100929905147124,0.16301619735999207
3.8625,0.132,320,1440,307,0.01,6,0.25,0.4679831266403198,0.11267906489765508,0.021892619901666757,7.383105016988149e-05,0.09078644499598833
3.8625,0.132,320,1440,307,0.01,6,0.5,0.7295847535133362,0.6985359051134853,0.00045413445901756167,0.000639091487062764,0.6980817706544677
3.8625,0.132,320,1440,307,0.01,6,0.75,0.8841202855110168,0.11585539352190852,0.02100786891353979,5.008772926496072e-05,0.09484752460836873
3.8625,0.132,320,1440,359,0.01,4,0.25,0.4683454632759094,0.2328656178915772,0.07504912271988391,0.0014235256549389509,0.15781649517169327
3.8625,0.132,320,1440,359,0.01,4,0.5,0.7282805442810059,0.8012937603107689,0.0027771487452083097,0.003428026765451566,0.7985166115655606
3.8625,0.132,320,1440,359,0.01,4,0.75,0.8841226696968079,0.23709905120164437,0.07325968647198171,0.0010898407203785488,0.16383936472966265
3.8625,0.132,320,1440,359,0.01,6,0.25,0.4683454632759094,0.1125604139629162,0.020902585493760666,6.192645482113897e-05,0.09165782846915554
3.8625,0.132,320,1440,359,0.01,6,0.5,0.7282805442810059,0.72722989416748,0.0005665537741396373,0.0007674901893196457,0.7266633403933404
3.8625,0.132,320,1440,359,0.01,6,0.75,0.8841226696968079,0.11552073838259255,0.020289757091359408,3.780341010261273e-05,0.09523098129123314
3.8625,0.132,320,1440,401,0.01,4,0.25,0.4686605930328369,0.2384015504418191,0.07324233892481172,0.001075841999268335,0.16515921151700738
3.8625,0.132,320,1440,401,0.01,4,0.5,0.7281666398048401,0.8380826892253899,0.0016577036533514202,0.002188107874305773,0.8364249855720385
3.8625,0.132,320,1440,401,0.01,4,0.75,0.8841472268104553,0.24100485795954113,0.07213948735336698,0.0008286953323033052,0.16886537060617415
3.8625,0.132,320,1440,401,0.01,6,0.25,0.4686605930328369,0.11666748026925626,0.020213327731505984,3.2541200892776114e-05,0.09645415253775028
3.8625,0.132,320,1440,401,0.01,6,0.5,0.7281666398048401,0.774526462144075,0.0001314006445800498,0.00021001789539640516,0.7743950614994949
3.8625,0.132,320,1440,401,0.01,6,0.75,0.8841472268104553,0.11860327257338636,0.019845025540763374,2.5937485855395225e-05,0.09875824703262298
3.8625,0.132,320,1440,457,0.01,4,0.25,0.46793290972709656,0.2310658396153967,0.07767010609267185,0.001668012441961498,0.15339573352272484
3.8625,0.132,320,1440,457,0.01,4,0.5,0.7283960580825806,0.7621753537894013,0.0030551310669068065,0.003998222840955428,0.7591202227224945
3.8625,0.132,320,1440,457,0.01,4,0.75,0.8840715289115906,0.23547385868478696,0.07540586338958834,0.001276141889852793,0.1600679952951986
3.8625,0.132,320,1440,457,0.01,6,0.25,0.46793290972709656,0.1113000417022871,0.0219563936144082,0.00011266340233639233,0.08934364808787891
3.8625,0.132,320,1440,457,0.01,6,0.5,0.7283960580825806,0.6732937516608026,0.0004773960650353534,0.0006781786126868264,0.6728163555957672
3.8625,0.132,320,1440,457,0.01,6,0.75,0.8840715289115906,0.11443693337819194,0.021211158603206333,7.670804326973243e-05,0.09322577477498561
