motif_size,runs,parity_mean,parity_sd,parity_sem,score_mean,score_sd,motif_even_mean,frame_even_mean,wall_entropy_mean,cluster_lifetime_mean,motif_repeat_rate_mean,transition_entropy_mean
4,12,0.8132481663698251,0.01679995064124637,0.004849728012548009,0.008090381568563766,0.0192404523175954,0.8133072720757989,0.9228457893568273,0.27264854051148024,4.333333333333333,3.61941162844568e-05,0.8306358139501432
6,12,0.7551065106350121,0.020219271566652864,0.005836800940912589,0.008090381568563766,0.0192404523175954,0.755110623443485,0.9228457893568273,0.27264854051148024,4.333333333333333,2.171646977067408e-06,0.8569208687690816
