seed,parity_width4_minus_width6,score_width4_minus_width6
17,0.05962706068475332,0.0
42,0.05929520130388599,0.0
73,0.061119418719351115,0.0
101,0.05303307068215146,0.0
137,0.054270831033055855,0.0
173,0.061875000000000124,0.0
211,0.06395270348298787,0.0
257,0.05977328867428311,0.0
307,0.05393928794541103,0.0
359,0.061796180522006194,0.0
401,0.05584323795561519,0.0
457,0.053174587814254215,0.0
